,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2991,1,blue-collar,married,secondary,no,94,yes,no,cellular,5,dec,408,2,183,6,failure,1
2992,1,management,single,tertiary,no,110,no,no,cellular,9,jul,159,2,-1,0,unknown,1
2993,1,technician,single,tertiary,no,228,yes,no,cellular,19,may,232,1,-1,0,unknown,1
2994,1,blue-collar,single,secondary,no,653,yes,yes,cellular,30,feb,107,1,-1,0,unknown,1
2995,1,technician,single,secondary,no,1287,yes,no,cellular,13,aug,140,2,404,2,success,1
2996,1,technician,divorced,secondary,no,211,yes,no,cellular,31,jul,34,3,-1,0,unknown,1
2997,1,management,divorced,tertiary,no,70,yes,no,cellular,21,nov,122,2,-1,0,unknown,1
2998,1,management,married,tertiary,no,1031,no,no,cellular,26,aug,149,4,-1,0,unknown,1
2999,1,blue-collar,married,secondary,no,0,yes,no,unknown,27,may,269,2,-1,0,unknown,1
3000,1,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,133,1,370,2,failure,1
3001,1,technician,single,secondary,no,416,yes,no,cellular,6,aug,148,2,-1,0,unknown,1
3002,1,management,married,tertiary,no,391,yes,no,cellular,21,apr,74,1,218,1,other,1
3003,1,management,single,tertiary,no,981,yes,no,cellular,16,may,265,1,369,2,failure,1
3004,1,housemaid,married,primary,no,2226,no,no,cellular,6,aug,195,2,-1,0,unknown,1
3005,0,self-employed,divorced,unknown,no,-130,yes,no,cellular,28,jan,150,1,252,2,failure,1
3006,1,management,married,tertiary,no,0,yes,no,cellular,9,aug,259,1,-1,0,unknown,1
3007,1,technician,married,tertiary,no,53,no,no,unknown,19,jun,1132,1,-1,0,unknown,1
3008,1,services,single,secondary,no,3831,yes,no,cellular,20,nov,784,1,-1,0,unknown,2
3009,1,services,single,secondary,no,1649,yes,no,unknown,2,jun,54,3,-1,0,unknown,1
3010,1,retired,married,secondary,no,1024,no,no,cellular,14,aug,97,2,-1,0,unknown,1
3011,1,services,married,secondary,no,140,no,no,unknown,18,jun,256,1,-1,0,unknown,1
3012,1,self-employed,married,secondary,no,538,no,no,unknown,9,jun,109,2,-1,0,unknown,1
3013,1,blue-collar,divorced,secondary,no,1596,yes,no,cellular,13,may,43,1,-1,0,unknown,1
3014,1,technician,married,tertiary,no,779,no,no,telephone,28,jul,59,5,-1,0,unknown,1
3015,1,blue-collar,single,secondary,no,199,yes,no,unknown,8,may,114,1,-1,0,unknown,1
3016,1,admin.,married,secondary,no,145,yes,no,cellular,5,aug,153,1,-1,0,unknown,1
3017,1,technician,married,tertiary,no,9765,no,no,cellular,5,jun,194,2,-1,0,unknown,1
3018,1,blue-collar,married,secondary,no,33,yes,no,unknown,28,may,295,4,-1,0,unknown,1
3019,1,blue-collar,married,primary,no,515,no,no,cellular,7,jul,172,9,-1,0,unknown,1
3020,1,management,married,secondary,no,-40,no,yes,cellular,7,jul,70,2,-1,0,unknown,1
3021,1,services,married,secondary,no,409,yes,no,unknown,23,may,796,2,-1,0,unknown,1
3022,1,admin.,married,primary,no,0,yes,yes,cellular,6,may,228,1,-1,0,unknown,1
3023,1,management,single,tertiary,no,8710,yes,no,cellular,21,nov,1398,1,-1,0,unknown,1
3024,1,blue-collar,single,secondary,no,1808,yes,no,cellular,15,apr,244,1,-1,0,unknown,1
3025,1,admin.,single,secondary,no,-376,yes,yes,unknown,29,may,49,17,-1,0,unknown,1
3026,1,admin.,married,primary,no,339,yes,no,cellular,16,apr,180,1,-1,0,unknown,1
3027,1,admin.,single,secondary,no,-219,yes,no,cellular,8,may,149,2,-1,0,unknown,1
3028,1,blue-collar,single,secondary,no,1126,yes,no,unknown,7,may,111,1,-1,0,unknown,1
3029,1,management,married,unknown,no,2523,yes,no,cellular,11,jul,666,1,-1,0,unknown,1
3030,1,admin.,single,secondary,no,-63,yes,no,unknown,5,jun,209,5,-1,0,unknown,1
3031,1,admin.,single,secondary,no,-394,no,yes,cellular,19,jul,108,1,-1,0,unknown,1
3032,1,management,married,primary,no,86,no,yes,cellular,19,nov,110,1,-1,0,unknown,1
3033,1,technician,married,secondary,no,694,yes,no,unknown,26,may,463,2,-1,0,unknown,1
3034,1,management,married,tertiary,no,719,yes,no,cellular,18,nov,45,1,-1,0,unknown,1
3035,1,blue-collar,married,secondary,no,573,no,no,unknown,19,may,112,4,-1,0,unknown,1
3036,1,management,married,primary,no,201,no,yes,cellular,2,feb,86,1,252,1,failure,1
3037,1,management,married,primary,no,2280,yes,no,unknown,6,may,114,3,-1,0,unknown,1
3038,1,unemployed,married,secondary,no,1488,no,no,cellular,29,jul,844,2,-1,0,unknown,2
3039,1,management,married,secondary,no,290,yes,no,cellular,19,nov,437,2,-1,0,unknown,1
3040,1,management,married,tertiary,no,0,yes,yes,cellular,29,jul,293,1,184,1,failure,1
3041,1,services,single,secondary,no,1254,no,no,cellular,19,jul,334,3,-1,0,unknown,1
3042,1,blue-collar,married,secondary,no,-384,yes,no,cellular,20,apr,267,3,332,1,other,1
3043,1,management,single,tertiary,no,477,yes,no,cellular,29,jan,383,2,-1,0,unknown,1
3044,1,management,married,tertiary,no,3820,yes,no,unknown,12,may,174,1,-1,0,unknown,1
3045,1,admin.,single,tertiary,no,224,no,no,cellular,2,feb,140,2,-1,0,unknown,1
3046,1,services,divorced,secondary,no,374,yes,no,unknown,12,may,220,1,-1,0,unknown,1
3047,1,management,married,tertiary,no,223,yes,no,unknown,13,may,361,1,-1,0,unknown,1
3048,1,admin.,single,secondary,no,2444,yes,no,cellular,6,nov,100,1,110,4,failure,1
3049,1,management,divorced,primary,no,1838,no,no,cellular,18,apr,374,2,-1,0,unknown,1
3050,1,services,married,secondary,no,0,yes,yes,cellular,4,may,1062,3,342,1,success,2
3051,1,management,married,primary,no,2,no,no,cellular,7,aug,305,3,-1,0,unknown,1
3052,1,management,married,tertiary,no,507,no,no,cellular,29,jul,691,7,-1,0,unknown,1
3053,1,technician,married,secondary,no,407,yes,no,unknown,3,jun,282,2,-1,0,unknown,1
3054,1,technician,married,tertiary,no,540,yes,no,cellular,28,jul,495,2,-1,0,unknown,1
3055,1,blue-collar,married,secondary,no,6088,yes,no,unknown,27,may,49,4,-1,0,unknown,1
3056,1,management,single,tertiary,no,1077,no,no,cellular,23,jul,313,1,95,2,other,1
3057,1,blue-collar,married,primary,no,212,yes,no,unknown,21,may,932,5,-1,0,unknown,1
3058,1,management,married,tertiary,no,89,yes,no,unknown,11,may,394,1,-1,0,unknown,1
3059,1,services,married,primary,no,779,yes,no,unknown,12,may,458,1,-1,0,unknown,1
3060,1,blue-collar,married,secondary,no,324,no,no,cellular,13,aug,224,3,-1,0,unknown,1
3061,0,retired,married,secondary,no,96,no,no,cellular,13,aug,103,1,-1,0,unknown,1
3062,1,management,married,tertiary,no,1070,yes,no,cellular,8,feb,42,3,-1,0,unknown,1
3063,1,unemployed,married,primary,no,5069,yes,no,telephone,6,may,25,1,-1,0,unknown,1
3064,1,housemaid,married,primary,no,113,no,yes,cellular,7,jul,155,2,-1,0,unknown,1
3065,1,technician,single,tertiary,no,602,yes,no,cellular,6,may,186,2,-1,0,unknown,1
3066,1,management,married,tertiary,no,318,no,no,cellular,8,aug,88,2,-1,0,unknown,1
3067,1,admin.,married,secondary,no,-32,no,no,cellular,25,jul,161,4,-1,0,unknown,1
3068,1,technician,married,secondary,no,1722,yes,no,cellular,4,may,1126,2,94,5,success,2
3069,1,admin.,married,secondary,no,480,no,no,cellular,6,aug,453,2,-1,0,unknown,1
3070,1,technician,married,secondary,no,1864,no,no,unknown,17,jun,91,6,-1,0,unknown,1
3071,1,management,single,tertiary,no,886,no,yes,cellular,18,nov,312,1,-1,0,unknown,1
3072,1,management,married,tertiary,no,100,yes,no,unknown,11,may,166,1,-1,0,unknown,1
3073,1,services,married,secondary,no,12839,yes,no,cellular,20,nov,13,4,190,1,failure,1
3074,1,management,married,tertiary,no,280,no,yes,cellular,20,jul,301,3,-1,0,unknown,1
3075,1,blue-collar,single,secondary,no,179,no,no,unknown,5,jun,72,4,-1,0,unknown,1
3076,1,management,married,tertiary,no,477,no,yes,cellular,20,nov,84,1,-1,0,unknown,1
3077,1,services,married,secondary,no,242,yes,yes,cellular,17,nov,297,1,-1,0,unknown,1
3078,1,technician,single,secondary,no,0,yes,no,cellular,20,jul,14,7,-1,0,unknown,1
3079,1,blue-collar,married,primary,no,5397,yes,yes,unknown,19,jun,226,1,-1,0,unknown,1
3080,1,blue-collar,married,secondary,no,363,yes,yes,cellular,17,jul,217,1,-1,0,unknown,1
3081,1,blue-collar,married,unknown,no,2004,no,no,unknown,10,jun,697,2,-1,0,unknown,1
3082,1,management,single,tertiary,no,1868,no,no,cellular,15,aug,3132,5,-1,0,unknown,1
3083,1,blue-collar,single,secondary,no,682,yes,no,cellular,4,may,145,4,181,9,other,1
3084,1,retired,married,secondary,no,-360,no,yes,unknown,5,jun,1562,3,-1,0,unknown,2
3085,0,blue-collar,married,primary,no,84,no,no,telephone,20,aug,90,3,-1,0,unknown,1
3086,1,self-employed,married,secondary,no,0,no,no,cellular,4,aug,157,2,-1,0,unknown,1
3087,1,entrepreneur,divorced,secondary,no,-224,yes,yes,cellular,31,jul,432,1,-1,0,unknown,1
3088,1,blue-collar,married,secondary,no,1232,no,no,telephone,9,feb,26,2,-1,0,unknown,1
3089,1,management,single,tertiary,no,-134,no,no,cellular,22,aug,414,1,-1,0,unknown,1
3090,0,retired,married,secondary,no,949,no,no,telephone,26,feb,431,2,85,1,success,2
3091,1,management,married,primary,no,-41,yes,no,cellular,11,may,290,1,359,2,failure,1
3092,1,blue-collar,married,secondary,no,878,no,no,cellular,4,nov,305,1,-1,0,unknown,2
3093,1,services,married,unknown,no,130,yes,no,cellular,16,jul,184,4,-1,0,unknown,1
3094,1,services,married,tertiary,no,346,yes,no,cellular,2,jun,65,1,-1,0,unknown,1
3095,1,services,divorced,secondary,no,45,yes,no,cellular,4,feb,112,1,270,1,failure,1
3096,1,blue-collar,married,secondary,yes,628,yes,no,cellular,12,may,275,1,-1,0,unknown,1
3097,1,management,married,tertiary,no,-2944,yes,yes,cellular,20,jul,132,3,-1,0,unknown,1
3098,1,management,married,tertiary,no,1843,no,no,cellular,23,apr,59,5,-1,0,unknown,1
3099,1,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,11,5,342,5,other,1
3100,1,technician,single,secondary,no,-271,no,no,cellular,28,jul,227,2,-1,0,unknown,1
3101,1,services,married,secondary,no,-430,yes,no,cellular,11,may,239,1,-1,0,unknown,1
3102,1,admin.,married,secondary,no,29,yes,no,cellular,5,may,700,1,-1,0,unknown,1
3103,1,blue-collar,married,primary,no,151,yes,yes,cellular,29,jul,88,2,-1,0,unknown,1
3104,1,technician,divorced,secondary,no,168,no,no,cellular,25,aug,235,4,-1,0,unknown,1
3105,1,blue-collar,single,primary,no,302,yes,no,cellular,23,nov,444,1,-1,0,unknown,1
3106,1,blue-collar,married,primary,no,281,yes,no,unknown,5,may,452,2,-1,0,unknown,1
3107,1,services,married,secondary,no,1824,no,no,cellular,29,feb,134,3,123,7,failure,1
3108,1,unemployed,married,secondary,no,1499,no,no,cellular,11,jul,135,1,-1,0,unknown,1
3109,1,management,married,tertiary,no,91,yes,no,cellular,19,jul,222,6,-1,0,unknown,1
3110,1,technician,married,secondary,no,408,yes,yes,cellular,27,jul,112,3,-1,0,unknown,1
3111,1,blue-collar,married,primary,no,0,no,yes,cellular,23,aug,99,6,-1,0,unknown,1
3112,1,management,married,tertiary,no,502,yes,no,cellular,2,feb,167,1,211,2,failure,1
3113,1,admin.,married,secondary,no,290,no,no,telephone,25,aug,135,2,-1,0,unknown,1
3114,1,admin.,married,secondary,no,2640,no,yes,unknown,15,jun,245,2,-1,0,unknown,1
3115,1,management,single,tertiary,no,-215,yes,no,cellular,14,apr,266,2,266,1,failure,1
3116,1,admin.,married,secondary,no,488,yes,no,cellular,16,nov,251,1,94,11,other,1
3117,1,technician,married,secondary,no,6071,no,no,unknown,20,jun,45,5,-1,0,unknown,1
3118,1,management,married,tertiary,no,1855,no,no,cellular,18,nov,598,1,-1,0,unknown,1
3119,0,self-employed,married,primary,no,2240,no,no,cellular,26,apr,690,1,183,2,success,2
3120,1,blue-collar,married,primary,no,0,yes,no,cellular,18,apr,753,1,-1,0,unknown,1
3121,1,management,married,tertiary,no,66,yes,yes,cellular,17,nov,249,6,-1,0,unknown,1
3122,1,management,married,tertiary,no,9571,yes,no,cellular,19,nov,590,2,-1,0,unknown,1
3123,1,management,married,tertiary,no,3256,yes,no,cellular,20,nov,172,4,181,2,failure,1
3124,1,services,married,tertiary,no,2264,no,no,cellular,9,jun,345,1,-1,0,unknown,2
3125,1,technician,divorced,secondary,no,-262,yes,no,cellular,29,jul,118,2,-1,0,unknown,1
3126,1,admin.,single,secondary,no,699,yes,yes,cellular,29,jul,196,5,183,2,other,1
3127,1,technician,single,tertiary,no,321,yes,no,unknown,10,may,138,1,-1,0,unknown,1
3128,1,blue-collar,married,secondary,no,1434,yes,no,unknown,7,may,102,2,-1,0,unknown,1
3129,1,self-employed,single,tertiary,no,-193,yes,yes,cellular,21,apr,122,3,168,10,failure,1
3130,1,services,married,secondary,no,5691,no,no,unknown,3,jun,155,4,-1,0,unknown,1
3131,1,management,married,tertiary,no,1315,yes,no,cellular,12,may,81,2,-1,0,unknown,1
3132,1,technician,single,tertiary,no,519,yes,no,cellular,14,aug,414,2,-1,0,unknown,1
3133,1,technician,single,secondary,no,151,no,yes,cellular,27,jul,75,3,-1,0,unknown,1
3134,1,blue-collar,married,primary,no,8448,no,no,cellular,27,aug,42,16,-1,0,unknown,1
3135,1,management,single,tertiary,no,246,yes,no,unknown,27,may,157,1,-1,0,unknown,1
3136,1,management,married,tertiary,no,70,yes,yes,cellular,27,aug,121,3,-1,0,unknown,1
3137,1,management,married,tertiary,no,3462,yes,no,unknown,28,may,51,2,-1,0,unknown,1
3138,1,blue-collar,married,primary,no,160,yes,yes,unknown,9,may,424,2,-1,0,unknown,1
3139,1,technician,single,tertiary,no,120,no,no,cellular,13,aug,140,2,-1,0,unknown,1
3140,1,blue-collar,married,secondary,no,0,no,no,telephone,17,jul,335,4,-1,0,unknown,1
3141,1,management,married,tertiary,no,846,no,no,cellular,9,aug,173,1,110,6,success,2
3142,0,self-employed,married,secondary,no,318,no,no,cellular,6,feb,373,2,182,1,failure,2
3143,1,blue-collar,married,primary,no,162,yes,no,cellular,8,jul,79,1,-1,0,unknown,1
3144,1,management,married,tertiary,no,0,no,no,cellular,8,jan,92,1,84,4,other,1
3145,1,unemployed,single,secondary,no,552,no,no,unknown,1,jun,15,1,-1,0,unknown,1
3146,1,admin.,married,secondary,no,0,no,yes,cellular,20,nov,112,2,-1,0,unknown,1
3147,1,technician,married,secondary,no,-12,no,no,telephone,14,jul,233,4,-1,0,unknown,1
3148,1,services,single,secondary,no,0,no,no,cellular,20,nov,78,1,-1,0,unknown,1
3149,1,blue-collar,married,tertiary,no,53,no,no,cellular,31,jul,93,2,-1,0,unknown,1
3150,1,management,married,tertiary,no,0,yes,no,cellular,19,nov,627,3,-1,0,unknown,1
3151,1,blue-collar,married,secondary,no,977,yes,no,cellular,12,aug,518,1,427,2,failure,2
3152,1,admin.,married,secondary,no,119,yes,no,unknown,8,may,461,2,-1,0,unknown,1
3153,1,housemaid,married,primary,no,651,yes,no,cellular,8,may,173,1,205,6,failure,1
3154,1,admin.,married,primary,no,127,yes,yes,unknown,9,may,136,3,-1,0,unknown,1
3155,1,technician,single,secondary,no,89,no,no,cellular,30,jul,201,2,-1,0,unknown,1
3156,1,technician,married,secondary,no,1745,no,no,cellular,20,oct,323,2,-1,0,unknown,2
3157,1,technician,married,unknown,no,1,no,no,unknown,12,may,139,1,-1,0,unknown,1
3158,1,blue-collar,married,primary,no,156,yes,no,telephone,29,jul,62,3,-1,0,unknown,1
3159,1,management,married,tertiary,no,1358,yes,no,unknown,4,jun,700,1,-1,0,unknown,1
3160,1,services,married,secondary,no,3789,yes,no,unknown,4,jun,491,1,-1,0,unknown,1
3161,0,retired,married,secondary,no,6343,no,no,cellular,3,aug,107,1,-1,0,unknown,1
3162,1,management,divorced,tertiary,no,120,yes,no,cellular,29,jul,18,4,-1,0,unknown,1
3163,1,technician,married,secondary,no,4,yes,no,cellular,17,jul,42,2,-1,0,unknown,1
3164,1,services,single,secondary,no,65,yes,no,cellular,14,apr,170,2,-1,0,unknown,1
3165,1,blue-collar,married,secondary,no,299,yes,no,unknown,30,may,172,8,-1,0,unknown,1
3166,1,services,single,secondary,no,42,no,no,unknown,11,jun,250,2,-1,0,unknown,1
3167,1,technician,married,tertiary,no,2301,yes,no,cellular,26,jul,278,4,-1,0,unknown,1
3168,1,management,single,tertiary,no,1297,no,no,cellular,8,jul,267,1,-1,0,unknown,1
3169,1,technician,married,secondary,no,0,yes,no,cellular,28,jan,124,1,281,2,failure,1
3170,1,blue-collar,single,secondary,no,530,yes,no,telephone,4,feb,51,1,259,2,failure,1
3171,1,technician,married,primary,no,993,no,yes,cellular,27,jul,524,1,-1,0,unknown,1
3172,1,technician,single,secondary,no,36,no,no,cellular,27,aug,323,3,-1,0,unknown,1
3173,1,services,single,secondary,no,222,no,no,cellular,16,aug,130,1,169,1,success,1
3174,1,blue-collar,married,primary,no,370,no,yes,cellular,12,jul,371,1,-1,0,unknown,1
3175,1,management,married,tertiary,no,2285,no,no,cellular,30,apr,180,1,-1,0,unknown,1
3176,1,admin.,married,secondary,no,96,yes,yes,cellular,6,may,491,1,-1,0,unknown,1
3177,1,blue-collar,married,secondary,no,56,yes,no,unknown,20,may,115,1,-1,0,unknown,1
3178,1,management,married,primary,no,12,no,no,unknown,6,jun,118,1,-1,0,unknown,1
3179,1,blue-collar,married,secondary,no,8,yes,yes,cellular,30,feb,179,2,135,8,other,1
3180,1,unemployed,married,secondary,no,2026,no,no,cellular,31,jul,95,2,-1,0,unknown,1
3181,1,blue-collar,single,secondary,no,1251,yes,yes,unknown,28,may,193,1,-1,0,unknown,1
3182,1,admin.,married,secondary,no,29,no,no,cellular,7,jul,243,1,-1,0,unknown,2
3183,1,management,married,tertiary,no,1127,yes,no,cellular,9,may,250,1,-1,0,unknown,1
3184,1,blue-collar,married,secondary,no,33,no,no,unknown,8,sep,30,1,-1,0,unknown,1
3185,1,management,married,tertiary,no,776,yes,no,cellular,4,feb,138,2,-1,0,unknown,1
3186,1,blue-collar,married,primary,no,4676,yes,no,unknown,9,may,190,1,-1,0,unknown,1
3187,0,management,married,primary,no,1401,no,no,telephone,21,apr,176,3,-1,0,unknown,2
3188,1,technician,married,secondary,no,286,yes,no,cellular,2,feb,142,2,215,2,failure,1
3189,1,self-employed,married,primary,no,269,no,yes,cellular,28,jul,351,1,-1,0,unknown,1
3190,1,blue-collar,married,secondary,no,702,yes,no,unknown,16,may,198,1,-1,0,unknown,1
3191,1,blue-collar,married,secondary,no,1378,yes,yes,unknown,22,may,177,1,-1,0,unknown,1
3192,1,blue-collar,single,secondary,no,-534,yes,yes,unknown,28,may,46,3,-1,0,unknown,1
3193,1,admin.,married,secondary,no,652,yes,no,cellular,16,may,87,3,-1,0,unknown,1
3194,1,technician,married,secondary,no,6324,yes,no,cellular,20,nov,428,1,-1,0,unknown,1
3195,1,management,married,tertiary,no,2666,yes,no,cellular,5,may,356,1,179,5,failure,1
3196,1,services,married,secondary,no,39,yes,no,unknown,14,may,170,1,-1,0,unknown,1
3197,1,self-employed,married,primary,no,4107,no,no,telephone,30,jul,113,2,-1,0,unknown,1
3198,1,blue-collar,married,primary,no,5927,no,no,cellular,12,aug,374,5,-1,0,unknown,1
3199,1,technician,single,secondary,no,3,no,no,cellular,20,aug,242,2,-1,0,unknown,1
3200,1,management,single,tertiary,no,353,yes,no,cellular,13,aug,96,1,77,2,success,1
3201,1,blue-collar,married,secondary,no,50,no,no,cellular,11,jul,470,1,-1,0,unknown,1
3202,1,technician,married,secondary,no,81,yes,no,unknown,10,may,82,3,-1,0,unknown,1
3203,1,management,single,tertiary,no,658,yes,no,unknown,13,may,240,2,-1,0,unknown,1
3204,0,services,single,tertiary,no,1719,no,no,cellular,28,may,205,2,-1,0,unknown,1
3205,1,blue-collar,married,primary,no,5828,yes,no,cellular,14,apr,708,1,-1,0,unknown,1
3206,1,management,single,tertiary,no,610,yes,no,cellular,15,may,53,3,-1,0,unknown,1
3207,1,management,single,tertiary,no,522,no,no,cellular,28,jul,177,3,171,1,success,2
3208,1,technician,divorced,tertiary,no,184,no,no,cellular,28,aug,123,9,-1,0,unknown,1
3209,1,management,married,tertiary,no,186,yes,no,cellular,7,may,167,2,362,1,failure,1
3210,1,retired,married,tertiary,no,381,no,yes,cellular,9,jul,168,1,-1,0,unknown,1
3211,1,technician,married,secondary,no,-113,yes,no,cellular,16,may,316,1,362,1,failure,1
3212,1,admin.,divorced,secondary,no,-959,yes,no,unknown,16,may,214,2,-1,0,unknown,1
3213,1,blue-collar,married,secondary,no,2713,yes,no,cellular,20,nov,15,5,-1,0,unknown,1
3214,1,retired,married,tertiary,no,1255,no,no,cellular,5,jan,192,1,218,1,other,1
3215,1,services,divorced,secondary,no,1817,yes,no,cellular,20,nov,463,2,-1,0,unknown,1
3216,1,admin.,divorced,secondary,no,458,yes,no,unknown,29,may,607,2,-1,0,unknown,1
3217,1,technician,married,secondary,no,-395,yes,no,cellular,28,jul,384,4,-1,0,unknown,1
3218,1,unknown,married,unknown,no,600,no,no,telephone,27,aug,46,9,-1,0,unknown,1
3219,1,services,married,secondary,no,714,no,no,unknown,16,jun,605,2,-1,0,unknown,1
3220,1,technician,married,secondary,no,1627,yes,no,cellular,15,apr,182,1,-1,0,unknown,1
3221,1,services,married,secondary,no,414,yes,no,unknown,30,may,201,7,-1,0,unknown,1
3222,1,management,married,tertiary,no,12,yes,no,unknown,26,may,661,1,-1,0,unknown,1
3223,1,admin.,single,secondary,no,1786,yes,no,unknown,25,may,123,1,-1,0,unknown,1
3224,1,technician,married,secondary,no,93,yes,no,unknown,7,may,276,1,-1,0,unknown,1
3225,1,retired,divorced,secondary,no,776,yes,no,cellular,29,jul,738,2,-1,0,unknown,1
3226,1,technician,married,secondary,no,629,no,no,unknown,16,jun,207,5,-1,0,unknown,1
3227,1,unemployed,married,tertiary,no,262,no,no,cellular,5,feb,133,7,-1,0,unknown,1
3228,1,admin.,married,secondary,no,1225,yes,yes,cellular,18,nov,165,1,-1,0,unknown,1
3229,1,blue-collar,married,primary,no,996,no,no,unknown,15,jun,50,1,-1,0,unknown,1
3230,1,admin.,married,secondary,no,7822,yes,no,cellular,18,apr,311,2,242,3,failure,1
3231,1,management,married,primary,no,2279,no,no,cellular,21,nov,383,1,-1,0,unknown,1
3232,1,management,married,tertiary,no,3603,no,no,cellular,17,aug,1069,6,-1,0,unknown,1
3233,0,management,married,primary,no,96,no,no,telephone,11,jul,89,2,153,1,failure,1
3234,1,admin.,single,secondary,no,0,yes,no,cellular,9,may,166,3,350,3,failure,1
3235,1,admin.,single,secondary,no,46,no,yes,cellular,19,jul,119,2,-1,0,unknown,1
3236,1,management,single,tertiary,no,1825,yes,no,cellular,18,apr,117,1,185,2,failure,1
3237,1,housemaid,married,tertiary,no,242,yes,no,cellular,25,aug,143,4,-1,0,unknown,1
3238,1,technician,married,secondary,no,95,no,no,cellular,19,aug,82,2,-1,0,unknown,1
3239,1,management,single,tertiary,no,129,yes,no,unknown,17,may,373,4,-1,0,unknown,1
3240,1,self-employed,divorced,secondary,no,416,no,no,cellular,23,may,271,1,-1,0,unknown,2
3241,1,management,single,tertiary,no,167,yes,no,cellular,5,jul,114,5,-1,0,unknown,1
3242,1,services,single,secondary,no,0,yes,no,cellular,15,may,188,2,366,2,failure,1
3243,1,services,divorced,secondary,no,555,yes,no,cellular,28,aug,71,4,-1,0,unknown,1
3244,1,admin.,married,secondary,no,8124,no,no,cellular,19,aug,168,2,230,1,other,2
3245,1,technician,married,secondary,no,22,yes,no,cellular,12,jul,148,3,-1,0,unknown,1
3246,1,blue-collar,single,secondary,no,664,yes,no,unknown,23,may,102,1,-1,0,unknown,1
3247,1,management,single,tertiary,no,220,no,no,cellular,3,may,112,4,-1,0,unknown,1
3248,1,blue-collar,married,secondary,no,244,yes,no,unknown,23,may,59,5,-1,0,unknown,1
3249,1,entrepreneur,married,primary,no,181,no,no,cellular,21,jul,405,1,-1,0,unknown,1
3250,1,technician,single,tertiary,no,0,no,no,cellular,22,aug,85,2,-1,0,unknown,1
3251,1,retired,single,tertiary,no,136,no,no,unknown,28,may,269,1,-1,0,unknown,1
3252,1,entrepreneur,married,secondary,no,60,no,yes,telephone,13,jul,294,5,-1,0,unknown,1
3253,1,management,divorced,tertiary,no,83,yes,yes,cellular,13,may,196,2,344,1,other,1
3254,1,management,married,tertiary,no,46,no,no,cellular,28,aug,60,9,-1,0,unknown,1
3255,1,management,married,secondary,no,249,yes,yes,telephone,14,feb,69,7,-1,0,unknown,1
3256,1,admin.,single,secondary,no,6535,no,no,cellular,3,jun,161,1,101,1,failure,1
3257,1,blue-collar,single,secondary,no,392,yes,no,unknown,6,jun,53,1,-1,0,unknown,1
3258,1,admin.,single,secondary,no,1782,no,no,cellular,4,feb,707,1,-1,0,unknown,1
3259,1,admin.,single,secondary,no,1771,yes,no,cellular,3,jun,316,1,104,2,other,2
3260,1,admin.,single,secondary,no,882,no,no,cellular,30,apr,209,2,-1,0,unknown,1
3261,0,retired,divorced,primary,no,17,no,no,telephone,11,jan,116,1,-1,0,unknown,1
3262,1,services,single,secondary,no,513,yes,no,cellular,18,may,94,2,336,1,success,1
3263,1,management,married,tertiary,no,1370,yes,yes,cellular,17,nov,126,1,-1,0,unknown,1
3264,1,technician,single,secondary,no,71,no,no,cellular,6,feb,61,1,-1,0,unknown,1
3265,1,technician,married,tertiary,no,1373,yes,yes,unknown,9,jun,76,1,-1,0,unknown,1
3266,1,technician,married,secondary,no,10,yes,yes,unknown,11,jun,246,2,-1,0,unknown,1
3267,1,management,single,tertiary,no,2254,yes,no,unknown,20,may,206,2,-1,0,unknown,1
3268,1,admin.,married,primary,no,922,yes,yes,cellular,8,may,270,2,344,15,other,1
3269,1,management,single,tertiary,no,46,yes,no,telephone,14,may,78,3,-1,0,unknown,1
3270,1,technician,married,tertiary,no,309,no,no,cellular,20,aug,242,6,-1,0,unknown,1
3271,1,blue-collar,married,primary,no,135,yes,no,cellular,11,apr,370,3,289,1,failure,1
3272,1,technician,divorced,tertiary,no,-42,no,no,cellular,28,jul,1202,2,-1,0,unknown,2
3273,1,blue-collar,married,secondary,no,5,yes,no,cellular,15,jul,222,3,-1,0,unknown,1
3274,1,services,married,secondary,no,-21,no,yes,cellular,28,jul,76,3,-1,0,unknown,1
3275,1,management,single,tertiary,no,3256,no,no,cellular,29,jul,457,7,-1,0,unknown,1
3276,1,management,married,tertiary,no,1076,yes,no,cellular,17,jul,176,1,-1,0,unknown,1
3277,1,technician,married,secondary,no,92,no,no,cellular,20,nov,58,1,-1,0,unknown,1
3278,1,technician,married,tertiary,no,285,yes,no,unknown,9,may,98,3,-1,0,unknown,1
3279,1,management,single,tertiary,no,1596,yes,no,cellular,20,nov,133,1,-1,0,unknown,1
3280,1,services,single,secondary,no,491,yes,no,unknown,9,may,82,1,-1,0,unknown,1
3281,1,admin.,married,tertiary,no,2342,no,no,cellular,4,jun,204,2,-1,0,unknown,2
3282,1,management,married,tertiary,no,699,no,no,cellular,7,aug,75,2,-1,0,unknown,1
3283,1,services,single,secondary,no,0,no,no,cellular,17,apr,268,1,346,2,other,1
3284,1,unknown,married,unknown,no,665,no,no,cellular,5,aug,83,1,-1,0,unknown,1
3285,1,management,single,tertiary,no,7971,no,no,cellular,22,aug,46,12,-1,0,unknown,1
