checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
no checking account,10,no credits taken/ all credits paid back duly,car (new),2038,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,29,none,rent,1,unskilled - resident,2,none,yes,male,single,1
no checking account,41,existing credits paid back duly till now,radio/television,4771,... < 100 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,37,delay in paying off in the past,business,1427,... < 100 DM,.. >= 7 years,2,none,2,unknown / no property,37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,34,existing credits paid back duly till now,furniture/equipment,6061,unknown/ no savings account,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,23,existing credits paid back duly till now,radio/television,3916,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,1850,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,24,none,rent,1,skilled employee / official,1,none,no,female,married/widowed,2
... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,radio/television,1727,unknown/ no savings account,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1
no checking account,17,critical account/ other credits existing (not at this bank),car (new),2809,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,21,no credits taken/ all credits paid back duly,business,5551,... < 100 DM,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,28,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
< 0 DM,35,existing credits paid back duly till now,radio/television,7079,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,44,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),education,1756,... < 100 DM,.. >= 7 years,1,none,4,real estate,58,none,own,1,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),1871,... < 100 DM,1 <= ... < 4 years,3,co-applicant,2,real estate,29,none,own,1,unskilled - resident,1,"yes, registered under the customers name",no,male,single,1
< 0 DM,19,no credits taken/ all credits paid back duly,furniture/equipment,1774,... < 100 DM,... < 1 year,4,none,4,real estate,24,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,1
0 <= ... < 200 DM,5,delay in paying off in the past,car (new),2003,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,37,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,2
0 <= ... < 200 DM,13,existing credits paid back duly till now,furniture/equipment,1681,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,married/widowed,1
< 0 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,4894,... < 100 DM,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,none,yes,male,single,2
no checking account,26,critical account/ other credits existing (not at this bank),radio/television,2191,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,2,real estate,33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,23,existing credits paid back duly till now,car (new),3440,unknown/ no savings account,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",34,bank,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,357,.. >= 1000 DM,4 <= ... < 7 years,1,guarantor,3,real estate,29,none,own,1,unskilled - resident,1,none,yes,male,single,1
no checking account,12,existing credits paid back duly till now,car (used),2576,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,48,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,11,existing credits paid back duly till now,car (new),1358,... < 100 DM,1 <= ... < 4 years,3,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,14,existing credits paid back duly till now,business,5574,... < 100 DM,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,39,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,12,existing credits paid back duly till now,car (new),3989,... < 100 DM,1 <= ... < 4 years,1,none,3,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,16,critical account/ other credits existing (not at this bank),furniture/equipment,3931,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,41,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
no checking account,13,existing credits paid back duly till now,furniture/equipment,5099,... < 100 DM,.. >= 7 years,1,none,3,if not A121 : building society savings agreement/ life insurance,34,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,26,delay in paying off in the past,car (new),2128,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,31,stores,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,25,no credits taken/ all credits paid back duly,furniture/equipment,2122,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",50,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,14,existing credits paid back duly till now,car (new),3377,... < 100 DM,unemployed,1,none,2,if not A121 : building society savings agreement/ life insurance,67,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,14,existing credits paid back duly till now,furniture/equipment,1277,unknown/ no savings account,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,1
< 0 DM,13,delay in paying off in the past,car (used),1527,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,16,existing credits paid back duly till now,radio/television,1313,100 <= ... < 500 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,13,existing credits paid back duly till now,car (new),1929,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,62,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,19,existing credits paid back duly till now,car (new),1842,... < 100 DM,1 <= ... < 4 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,51,critical account/ other credits existing (not at this bank),business,2932,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,35,stores,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,9,critical account/ other credits existing (not at this bank),car (used),7908,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,32,no credits taken/ all credits paid back duly,radio/television,12270,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,19,critical account/ other credits existing (not at this bank),business,4935,... < 100 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,32,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,5,existing credits paid back duly till now,education,1195,... < 100 DM,1 <= ... < 4 years,1,guarantor,2,real estate,34,none,rent,1,skilled employee / official,2,none,no,male,single,1
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1185,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,39,none,own,1,unskilled - resident,2,none,yes,male,single,1
no checking account,13,critical account/ other credits existing (not at this bank),furniture/equipment,4345,... < 100 DM,.. >= 7 years,2,none,1,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,19,existing credits paid back duly till now,radio/television,1888,unknown/ no savings account,... < 1 year,3,none,1,real estate,46,none,own,1,unskilled - resident,1,none,yes,male,single,1
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),1171,... < 100 DM,.. >= 7 years,2,none,1,real estate,43,none,own,1,unskilled - resident,1,none,yes,male,single,1
< 0 DM,32,no credits taken/ all credits paid back duly,business,11486,... < 100 DM,4 <= ... < 7 years,2,none,1,unknown / no property,23,none,rent,2,skilled employee / official,1,none,yes,male,single,2
< 0 DM,16,critical account/ other credits existing (not at this bank),furniture/equipment,858,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1718,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,14,no credits taken/ all credits paid back duly,furniture/equipment,2679,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
< 0 DM,19,existing credits paid back duly till now,furniture/equipment,2899,... < 100 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,20,none,own,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,34,existing credits paid back duly till now,car (new),5703,... < 100 DM,... < 1 year,4,co-applicant,2,unknown / no property,22,none,own,1,unskilled - resident,1,none,yes,male,single,2
no checking account,27,no credits taken/ all credits paid back duly,radio/television,2948,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,13,existing credits paid back duly till now,furniture/equipment,2792,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),car (new),3459,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,25,none,rent,2,unskilled - resident,2,none,yes,male,married/widowed,1
< 0 DM,51,delay in paying off in the past,business,6345,... < 100 DM,4 <= ... < 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,2,skilled employee / official,1,none,yes,male,single,2
no checking account,16,existing credits paid back duly till now,car (used),2941,... < 100 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,39,existing credits paid back duly till now,car (new),7404,... < 100 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,47,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,18,existing credits paid back duly till now,furniture/equipment,3214,... < 100 DM,1 <= ... < 4 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
... >= 200 DM / salary assignments for at least 1 year,18,critical account/ other credits existing (not at this bank),car (used),1693,... < 100 DM,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,47,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,17,existing credits paid back duly till now,furniture/equipment,2206,... < 100 DM,... < 1 year,3,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,40,delay in paying off in the past,business,8550,unknown/ no savings account,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,50,existing credits paid back duly till now,business,5675,unknown/ no savings account,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,25,existing credits paid back duly till now,business,3599,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,skilled employee / official,1,none,yes,male,married/widowed,1
< 0 DM,16,existing credits paid back duly till now,car (used),3070,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,male,divorced/separated/married,1
no checking account,15,critical account/ other credits existing (not at this bank),car (new),1204,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,56,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,32,existing credits paid back duly till now,furniture/equipment,3470,... < 100 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,47,none,own,1,skilled employee / official,2,none,yes,male,single,1
< 0 DM,16,existing credits paid back duly till now,furniture/equipment,4168,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,11,existing credits paid back duly till now,furniture/equipment,1782,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,1
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3643,... < 100 DM,... < 1 year,3,none,4,if not A121 : building society savings agreement/ life insurance,40,none,for free,1,unskilled - resident,1,none,yes,female,divorced/separated/married,2
no checking account,40,existing credits paid back duly till now,car (new),2011,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,18,existing credits paid back duly till now,furniture/equipment,2942,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,41,existing credits paid back duly till now,radio/television,1266,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,44,critical account/ other credits existing (not at this bank),business,6578,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,5123,... < 100 DM,.. >= 7 years,2,none,1,if not A121 : building society savings agreement/ life insurance,39,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,25,existing credits paid back duly till now,car (used),7224,unknown/ no savings account,unemployed,2,co-applicant,4,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,17,existing credits paid back duly till now,radio/television,2346,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,25,delay in paying off in the past,radio/television,2612,500 <= ... < 1000 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",40,bank,own,2,unskilled - resident,1,none,yes,male,single,2
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,4852,... < 100 DM,... < 1 year,1,none,1,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,no,male,divorced/separated/married,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,420,... < 100 DM,.. >= 7 years,1,none,1,real estate,33,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,12,existing credits paid back duly till now,car (new),568,... < 100 DM,unemployed,2,none,3,if not A121 : building society savings agreement/ life insurance,57,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,22,existing credits paid back duly till now,radio/television,3475,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
< 0 DM,10,critical account/ other credits existing (not at this bank),radio/television,760,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,54,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,8,critical account/ other credits existing (not at this bank),business,5188,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,11,critical account/ other credits existing (not at this bank),business,5633,... < 100 DM,... < 1 year,2,none,3,real estate,37,none,own,3,skilled employee / official,2,none,yes,male,single,1
no checking account,37,critical account/ other credits existing (not at this bank),furniture/equipment,5016,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,42,existing credits paid back duly till now,car (new),2688,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,42,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,7,critical account/ other credits existing (not at this bank),car (new),2632,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,2,real estate,31,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,14,no credits taken/ all credits paid back duly,furniture/equipment,3028,... < 100 DM,... < 1 year,1,none,2,real estate,33,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,387,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,27,no credits taken/ all credits paid back duly,business,2794,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,23,existing credits paid back duly till now,car (new),1985,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,33,none,own,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,7,critical account/ other credits existing (not at this bank),furniture/equipment,1172,... < 100 DM,1 <= ... < 4 years,3,none,3,real estate,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,8,critical account/ other credits existing (not at this bank),car (new),1627,... < 100 DM,4 <= ... < 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,33,none,own,3,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,13,existing credits paid back duly till now,car (new),1782,... < 100 DM,unemployed,4,none,3,if not A121 : building society savings agreement/ life insurance,40,none,own,1,unskilled - resident,1,none,yes,male,single,1
no checking account,25,existing credits paid back duly till now,car (used),1880,100 <= ... < 500 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,education,2504,... < 100 DM,... < 1 year,2,none,4,unknown / no property,57,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,5,critical account/ other credits existing (not at this bank),radio/television,570,100 <= ... < 500 DM,4 <= ... < 7 years,1,none,2,real estate,38,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,13,no credits taken/ all credits paid back duly,radio/television,5071,500 <= ... < 1000 DM,... < 1 year,3,none,1,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,18,critical account/ other credits existing (not at this bank),education,1294,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",42,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,19,no credits taken/ all credits paid back duly,business,1943,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
0 <= ... < 200 DM,13,existing credits paid back duly till now,furniture/equipment,1592,... < 100 DM,1 <= ... < 4 years,3,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,10,existing credits paid back duly till now,business,1342,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,45,delay in paying off in the past,business,6249,... < 100 DM,... < 1 year,2,none,2,real estate,37,stores,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,15,existing credits paid back duly till now,furniture/equipment,3607,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,29,existing credits paid back duly till now,car (new),935,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,52,existing credits paid back duly till now,business,15130,... < 100 DM,1 <= ... < 4 years,4,none,1,unknown / no property,50,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,25,existing credits paid back duly till now,furniture/equipment,1540,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,unskilled - resident,1,none,yes,male,single,1
no checking account,27,critical account/ other credits existing (not at this bank),radio/television,9726,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,20,existing credits paid back duly till now,car (new),1448,... < 100 DM,unemployed,2,none,2,unknown / no property,26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,36,delay in paying off in the past,car (used),7279,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",44,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,28,critical account/ other credits existing (not at this bank),car (used),6234,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,1862,... < 100 DM,... < 1 year,2,none,3,real estate,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,31,existing credits paid back duly till now,business,3395,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,none,yes,male,married/widowed,2
no checking account,12,existing credits paid back duly till now,radio/television,796,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,15,delay in paying off in the past,business,5288,... < 100 DM,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,56,none,own,1,skilled employee / official,2,none,yes,male,single,1
no checking account,15,existing credits paid back duly till now,business,2892,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,2
< 0 DM,37,existing credits paid back duly till now,radio/television,1123,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,27,critical account/ other credits existing (not at this bank),radio/television,2685,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,23,existing credits paid back duly till now,radio/television,2451,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
< 0 DM,16,existing credits paid back duly till now,radio/television,709,... < 100 DM,... < 1 year,2,none,1,real estate,29,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,married/widowed,1
0 <= ... < 200 DM,40,existing credits paid back duly till now,car (used),5535,... < 100 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,42,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,radio/television,873,unknown/ no savings account,4 <= ... < 7 years,4,none,2,real estate,58,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
< 0 DM,9,existing credits paid back duly till now,radio/television,608,.. >= 1000 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",67,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,13,existing credits paid back duly till now,radio/television,1349,500 <= ... < 1000 DM,1 <= ... < 4 years,4,guarantor,2,real estate,29,none,own,1,skilled employee / official,1,none,no,male,single,1
< 0 DM,26,existing credits paid back duly till now,car (new),3272,... < 100 DM,unemployed,4,none,2,if not A121 : building society savings agreement/ life insurance,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,24,existing credits paid back duly till now,furniture/equipment,2645,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,22,existing credits paid back duly till now,others,2310,... < 100 DM,... < 1 year,2,none,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,10,existing credits paid back duly till now,car (new),1699,... < 100 DM,unemployed,2,none,4,unknown / no property,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,divorced/separated,1
0 <= ... < 200 DM,23,delay in paying off in the past,furniture/equipment,10340,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,40,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
