checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
< 0 DM,10,delay in paying off in the past,radio/television,2768,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,2,real estate,23,bank,own,2,skilled employee / official,1,none,yes,male,single,2
< 0 DM,26,existing credits paid back duly till now,radio/television,2197,unknown/ no savings account,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,20,none,own,1,skilled employee / official,1,none,yes,male,single,2
< 0 DM,14,existing credits paid back duly till now,furniture/equipment,1342,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,23,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,18,all credits at this bank paid back duly,car (new),1940,unknown/ no savings account,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,12,delay in paying off in the past,car (new),4932,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,46,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
no checking account,10,critical account/ other credits existing (not at this bank),car (new),1770,... < 100 DM,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,39,none,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,39,delay in paying off in the past,business,7895,unknown/ no savings account,.. >= 7 years,4,none,1,unknown / no property,36,none,for free,1,skilled employee / official,1,none,yes,male,single,2
no checking account,13,critical account/ other credits existing (not at this bank),education,7985,unknown/ no savings account,.. >= 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,51,bank,own,2,unskilled - resident,2,none,no,male,single,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),3032,... < 100 DM,... < 1 year,2,none,4,real estate,24,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,10,existing credits paid back duly till now,furniture/equipment,3081,.. >= 1000 DM,4 <= ... < 7 years,1,none,4,real estate,41,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
no checking account,24,existing credits paid back duly till now,car (used),2987,unknown/ no savings account,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,37,bank,own,1,unskilled - resident,2,none,yes,male,single,2
< 0 DM,10,existing credits paid back duly till now,radio/television,714,... < 100 DM,.. >= 7 years,3,none,3,unknown / no property,24,none,rent,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
no checking account,14,critical account/ other credits existing (not at this bank),radio/television,829,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,25,no credits taken/ all credits paid back duly,car (used),11166,500 <= ... < 1000 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,25,existing credits paid back duly till now,furniture/equipment,1491,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,38,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,25,existing credits paid back duly till now,furniture/equipment,7858,... < 100 DM,... < 1 year,3,none,4,if not A121 : building society savings agreement/ life insurance,24,stores,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
< 0 DM,35,critical account/ other credits existing (not at this bank),business,6620,unknown/ no savings account,.. >= 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,32,none,for free,1,skilled employee / official,2,none,yes,male,single,1
no checking account,13,delay in paying off in the past,furniture/equipment,2594,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,25,existing credits paid back duly till now,furniture/equipment,11064,... < 100 DM,... < 1 year,1,none,4,unknown / no property,23,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,32,critical account/ other credits existing (not at this bank),furniture/equipment,8603,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,13,existing credits paid back duly till now,business,5717,... < 100 DM,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",33,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,35,delay in paying off in the past,education,1907,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,57,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,42,critical account/ other credits existing (not at this bank),car (new),3390,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no checking account,38,existing credits paid back duly till now,car (new),1575,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,unknown / no property,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,25,existing credits paid back duly till now,furniture/equipment,3194,... < 100 DM,1 <= ... < 4 years,1,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1
no checking account,23,critical account/ other credits existing (not at this bank),car (new),3660,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,27,stores,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,9,existing credits paid back duly till now,furniture/equipment,1856,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,41,bank,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,32,existing credits paid back duly till now,repairs,2771,... < 100 DM,1 <= ... < 4 years,3,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
< 0 DM,31,no credits taken/ all credits paid back duly,furniture/equipment,2999,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,25,existing credits paid back duly till now,radio/television,1066,.. >= 1000 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,23,no credits taken/ all credits paid back duly,car (used),3689,unknown/ no savings account,... < 1 year,2,none,3,if not A121 : building society savings agreement/ life insurance,48,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,8,delay in paying off in the past,radio/television,3062,.. >= 1000 DM,1 <= ... < 4 years,3,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,42,delay in paying off in the past,car (used),4390,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated,2
no checking account,54,critical account/ other credits existing (not at this bank),car (used),2872,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
< 0 DM,9,existing credits paid back duly till now,furniture/equipment,3910,.. >= 1000 DM,4 <= ... < 7 years,2,none,3,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,17,existing credits paid back duly till now,retraining,3394,... < 100 DM,.. >= 7 years,1,none,3,if not A121 : building society savings agreement/ life insurance,34,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,2
0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),repairs,5079,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,32,critical account/ other credits existing (not at this bank),car (used),3182,unknown/ no savings account,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,15,critical account/ other credits existing (not at this bank),car (new),1761,... < 100 DM,.. >= 7 years,2,none,2,real estate,35,bank,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= ... < 200 DM,23,no credits taken/ all credits paid back duly,furniture/equipment,391,.. >= 1000 DM,1 <= ... < 4 years,2,none,4,real estate,45,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,14,existing credits paid back duly till now,furniture/equipment,1316,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,37,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= ... < 200 DM,47,existing credits paid back duly till now,car (new),3266,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,1
< 0 DM,5,no credits taken/ all credits paid back duly,car (new),3112,unknown/ no savings account,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,55,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,39,existing credits paid back duly till now,car (used),8513,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
no checking account,13,existing credits paid back duly till now,radio/television,1624,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,3,real estate,31,none,own,1,unskilled - resident,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,furniture/equipment,1314,... < 100 DM,.. >= 7 years,1,none,4,real estate,33,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1536,... < 100 DM,.. >= 7 years,3,none,2,unknown / no property,29,bank,own,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),3305,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,28,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,24,all credits at this bank paid back duly,car (used),5834,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,3,unknown / no property,48,stores,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,2
no checking account,29,critical account/ other credits existing (not at this bank),car (new),2854,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,28,none,rent,2,skilled employee / official,1,none,yes,male,single,1
no checking account,35,existing credits paid back duly till now,car (new),8289,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",50,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,2
no checking account,36,no credits taken/ all credits paid back duly,furniture/equipment,4719,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,2,skilled employee / official,1,none,yes,male,divorced/separated,2
no checking account,25,critical account/ other credits existing (not at this bank),car (new),5319,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,55,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,21,existing credits paid back duly till now,car (new),601,500 <= ... < 1000 DM,.. >= 7 years,3,none,3,real estate,37,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,8,existing credits paid back duly till now,repairs,1551,... < 100 DM,1 <= ... < 4 years,2,none,1,real estate,59,none,own,1,unskilled - resident,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,radio/television,612,... < 100 DM,.. >= 7 years,1,none,4,real estate,49,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,20,existing credits paid back duly till now,business,2162,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,2
0 <= ... < 200 DM,40,delay in paying off in the past,business,5557,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,34,delay in paying off in the past,car (used),8441,... < 100 DM,unemployed,2,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",50,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,23,delay in paying off in the past,car (used),3310,... < 100 DM,.. >= 7 years,2,co-applicant,2,if not A121 : building society savings agreement/ life insurance,33,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),radio/television,1167,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,23,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
... >= 200 DM / salary assignments for at least 1 year,31,existing credits paid back duly till now,business,3487,... < 100 DM,1 <= ... < 4 years,2,none,1,real estate,31,stores,own,2,skilled employee / official,1,none,yes,male,married/widowed,2
no checking account,8,existing credits paid back duly till now,radio/television,1684,... < 100 DM,.. >= 7 years,3,none,1,if not A121 : building society savings agreement/ life insurance,43,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,22,existing credits paid back duly till now,furniture/equipment,2562,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,31,stores,rent,1,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,42,existing credits paid back duly till now,car (used),3297,... < 100 DM,4 <= ... < 7 years,2,none,4,unknown / no property,31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,male,single,2
< 0 DM,10,all credits at this bank paid back duly,car (new),2808,.. >= 1000 DM,4 <= ... < 7 years,2,none,2,real estate,28,none,own,2,unskilled - resident,1,none,yes,male,single,1
0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),car (new),5022,.. >= 1000 DM,1 <= ... < 4 years,1,none,4,real estate,28,stores,rent,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
no checking account,23,existing credits paid back duly till now,radio/television,1515,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,33,delay in paying off in the past,car (used),2066,... < 100 DM,4 <= ... < 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,2
< 0 DM,14,existing credits paid back duly till now,radio/television,4157,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,44,delay in paying off in the past,car (new),1513,500 <= ... < 1000 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
no checking account,26,existing credits paid back duly till now,furniture/equipment,7090,... < 100 DM,4 <= ... < 7 years,2,none,4,unknown / no property,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,single,1
0 <= ... < 200 DM,43,all credits at this bank paid back duly,business,5100,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),1664,... < 100 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",55,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
< 0 DM,8,existing credits paid back duly till now,repairs,1438,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,26,none,rent,1,unskilled - resident,1,none,yes,male,married/widowed,1
< 0 DM,5,existing credits paid back duly till now,domestic appliances,381,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,real estate,40,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
< 0 DM,11,existing credits paid back duly till now,car (used),3793,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,40,critical account/ other credits existing (not at this bank),furniture/equipment,5642,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,11,critical account/ other credits existing (not at this bank),furniture/equipment,4373,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,25,existing credits paid back duly till now,radio/television,1103,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",61,none,rent,1,unskilled - resident,1,none,yes,male,single,2
< 0 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,1849,... < 100 DM,4 <= ... < 7 years,1,guarantor,2,real estate,27,none,rent,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),radio/television,4951,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,2,none,yes,male,single,1
no checking account,38,all credits at this bank paid back duly,radio/television,1160,... < 100 DM,.. >= 7 years,2,none,4,real estate,67,none,rent,1,unskilled - resident,1,none,yes,male,single,1
< 0 DM,15,existing credits paid back duly till now,education,1592,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,23,none,rent,1,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,23,existing credits paid back duly till now,business,4150,... < 100 DM,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,male,single,2
no checking account,19,existing credits paid back duly till now,radio/television,3489,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,13,delay in paying off in the past,car (used),1826,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",39,stores,own,2,skilled employee / official,1,none,yes,male,single,2
no checking account,8,existing credits paid back duly till now,furniture/equipment,3975,100 <= ... < 500 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,40,no credits taken/ all credits paid back duly,education,3136,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,40,stores,for free,1,skilled employee / official,1,none,yes,male,single,2
< 0 DM,13,existing credits paid back duly till now,car (new),1028,... < 100 DM,... < 1 year,2,none,4,real estate,29,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,22,no credits taken/ all credits paid back duly,radio/television,2457,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,male,married/widowed,1
< 0 DM,16,existing credits paid back duly till now,furniture/equipment,2112,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
< 0 DM,12,existing credits paid back duly till now,furniture/equipment,1677,unknown/ no savings account,4 <= ... < 7 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,radio/television,603,... < 100 DM,4 <= ... < 7 years,3,none,1,real estate,37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),business,1564,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,62,bank,own,2,unskilled - resident,2,none,yes,male,single,1
0 <= ... < 200 DM,54,all credits at this bank paid back duly,furniture/equipment,5668,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",30,bank,rent,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,22,existing credits paid back duly till now,radio/television,917,... < 100 DM,1 <= ... < 4 years,1,none,1,real estate,66,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
no checking account,23,delay in paying off in the past,car (new),1852,... < 100 DM,.. >= 7 years,1,none,4,real estate,28,none,for free,2,skilled employee / official,2,none,yes,male,single,2
< 0 DM,39,existing credits paid back duly till now,retraining,5496,... < 100 DM,1 <= ... < 4 years,3,none,2,unknown / no property,37,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
no checking account,25,existing credits paid back duly till now,car (new),3933,unknown/ no savings account,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",52,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,17,delay in paying off in the past,education,2082,... < 100 DM,... < 1 year,2,none,3,unknown / no property,30,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,24,existing credits paid back duly till now,radio/television,708,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,2
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (new),1467,... < 100 DM,... < 1 year,1,none,3,real estate,27,none,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,13,critical account/ other credits existing (not at this bank),car (new),2011,unknown/ no savings account,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",52,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
< 0 DM,40,existing credits paid back duly till now,car (new),3096,... < 100 DM,4 <= ... < 7 years,2,none,1,if not A121 : building society savings agreement/ life insurance,28,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
... >= 200 DM / salary assignments for at least 1 year,32,existing credits paid back duly till now,car (used),1590,... < 100 DM,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,14,existing credits paid back duly till now,radio/television,1764,... < 100 DM,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,42,existing credits paid back duly till now,car (used),2039,... < 100 DM,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,18,existing credits paid back duly till now,radio/television,938,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,37,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,none,yes,female,divorced/separated/married,1
no checking account,25,delay in paying off in the past,car (new),4116,unknown/ no savings account,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,36,stores,own,2,skilled employee / official,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,car (new),2676,... < 100 DM,... < 1 year,2,none,1,real estate,27,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,12,no credits taken/ all credits paid back duly,car (new),2793,... < 100 DM,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,32,none,rent,1,unskilled - resident,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,40,existing credits paid back duly till now,business,3943,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,30,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
< 0 DM,41,existing credits paid back duly till now,radio/television,5841,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",41,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
no checking account,35,existing credits paid back duly till now,retraining,10412,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,23,existing credits paid back duly till now,radio/television,6498,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,12,existing credits paid back duly till now,radio/television,1036,... < 100 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
< 0 DM,10,existing credits paid back duly till now,furniture/equipment,3465,... < 100 DM,1 <= ... < 4 years,2,co-applicant,2,real estate,30,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,14,critical account/ other credits existing (not at this bank),retraining,3265,.. >= 1000 DM,1 <= ... < 4 years,1,none,2,unknown / no property,39,none,own,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,27,critical account/ other credits existing (not at this bank),car (new),566,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,45,critical account/ other credits existing (not at this bank),car (used),6397,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,50,existing credits paid back duly till now,car (new),1731,unknown/ no savings account,... < 1 year,2,none,4,unknown / no property,35,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,25,existing credits paid back duly till now,furniture/equipment,5077,.. >= 1000 DM,1 <= ... < 4 years,2,none,3,real estate,28,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no checking account,49,existing credits paid back duly till now,car (new),5456,... < 100 DM,.. >= 7 years,1,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",34,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,21,delay in paying off in the past,car (new),3445,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,male,divorced/separated,1
0 <= ... < 200 DM,10,existing credits paid back duly till now,furniture/equipment,1795,.. >= 1000 DM,1 <= ... < 4 years,2,none,3,if not A121 : building society savings agreement/ life insurance,34,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
