,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
123,< 0 DM,36,delay in paying off in the past,car (new),2573,... < 100 DM,unemployed,4,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,for free,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,2,male,single
124,0 <= ... < 200 DM,18,existing credits paid back duly till now,business,10736,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,41,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
125,< 0 DM,16,no credits taken/ all credits paid back duly,car (new),4616,unknown/ no savings account,... < 1 year,2,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes,2,female,divorced/separated/married
126,no checking account,12,existing credits paid back duly till now,car (new),1193,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
127,< 0 DM,17,existing credits paid back duly till now,furniture/equipment,4892,... < 100 DM,1 <= ... < 4 years,4,none,1,unknown / no property,42,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
128,no checking account,27,existing credits paid back duly till now,business,5132,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,25,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,single
129,no checking account,11,all credits at this bank paid back duly,car (new),1664,... < 100 DM,unemployed,2,none,4,real estate,55,none,for free,2,unskilled - resident,1,none,yes,1,male,single
130,< 0 DM,30,all credits at this bank paid back duly,business,3961,unknown/ no savings account,4 <= ... < 7 years,4,none,4,unknown / no property,39,none,for free,2,unskilled - resident,2,none,yes,1,male,single
131,no checking account,10,existing credits paid back duly till now,car (new),2462,... < 100 DM,4 <= ... < 7 years,3,none,2,unknown / no property,27,none,rent,1,skilled employee / official,1,none,yes,1,female,single
132,0 <= ... < 200 DM,28,existing credits paid back duly till now,business,6572,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,29,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
133,< 0 DM,13,critical account/ other credits existing (not at this bank),radio/television,1331,unknown/ no savings account,4 <= ... < 7 years,2,none,4,real estate,40,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,married/widowed
134,< 0 DM,31,existing credits paid back duly till now,radio/television,2476,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,1,male,single
135,< 0 DM,56,existing credits paid back duly till now,car (new),8528,... < 100 DM,... < 1 year,4,none,4,unknown / no property,34,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
136,< 0 DM,40,delay in paying off in the past,furniture/equipment,8170,unknown/ no savings account,unemployed,1,none,4,real estate,31,none,for free,2,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
137,0 <= ... < 200 DM,16,existing credits paid back duly till now,car (used),8831,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,skilled employee / official,1,none,yes,2,male,single
138,no checking account,40,existing credits paid back duly till now,education,2537,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
139,< 0 DM,26,all credits at this bank paid back duly,radio/television,12945,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,49,none,rent,1,skilled employee / official,2,none,yes,2,male,single
140,no checking account,18,existing credits paid back duly till now,radio/television,1727,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,26,none,rent,2,unskilled - resident,1,none,yes,1,male,single
141,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,1221,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,41,none,own,2,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
142,< 0 DM,19,existing credits paid back duly till now,furniture/equipment,1046,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,33,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
143,no checking account,10,critical account/ other credits existing (not at this bank),car (new),1557,unknown/ no savings account,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,rent,2,skilled employee / official,1,none,yes,1,male,divorced/separated/married
144,0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),radio/television,2054,100 <= ... < 500 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,skilled employee / official,1,none,yes,1,male,single
145,0 <= ... < 200 DM,10,existing credits paid back duly till now,repairs,773,... < 100 DM,... < 1 year,3,guarantor,4,real estate,42,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
146,no checking account,15,no credits taken/ all credits paid back duly,radio/television,3622,.. >= 1000 DM,... < 1 year,4,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
147,< 0 DM,44,existing credits paid back duly till now,furniture/equipment,6573,unknown/ no savings account,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,divorced/separated/married
148,< 0 DM,27,critical account/ other credits existing (not at this bank),radio/television,4383,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,61,none,for free,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
149,0 <= ... < 200 DM,20,existing credits paid back duly till now,business,1316,.. >= 1000 DM,4 <= ... < 7 years,3,none,2,real estate,36,bank,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated
150,no checking account,25,existing credits paid back duly till now,business,4693,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1,none,yes,2,male,single
151,no checking account,22,existing credits paid back duly till now,radio/television,1474,unknown/ no savings account,4 <= ... < 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,male,single
152,< 0 DM,36,existing credits paid back duly till now,business,3164,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
153,0 <= ... < 200 DM,33,existing credits paid back duly till now,radio/television,2548,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,yes,1,male,single
154,no checking account,41,existing credits paid back duly till now,car (new),8815,.. >= 1000 DM,4 <= ... < 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,female,divorced/separated/married
155,0 <= ... < 200 DM,22,delay in paying off in the past,radio/television,2270,unknown/ no savings account,1 <= ... < 4 years,4,none,2,unknown / no property,39,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
156,0 <= ... < 200 DM,20,existing credits paid back duly till now,furniture/equipment,2557,... < 100 DM,... < 1 year,4,none,1,unknown / no property,28,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
157,no checking account,19,critical account/ other credits existing (not at this bank),radio/television,5380,500 <= ... < 1000 DM,.. >= 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
158,no checking account,31,all credits at this bank paid back duly,car (used),5767,... < 100 DM,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,46,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
159,no checking account,18,existing credits paid back duly till now,radio/television,2140,... < 100 DM,... < 1 year,1,none,4,real estate,24,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
160,no checking account,12,existing credits paid back duly till now,radio/television,1063,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,42,none,own,2,unskilled - resident,1,none,yes,1,male,divorced/separated/married
161,no checking account,23,existing credits paid back duly till now,radio/television,1355,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,29,bank,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
162,no checking account,56,existing credits paid back duly till now,furniture/equipment,2561,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,41,none,for free,1,skilled employee / official,1,none,yes,2,male,single
163,no checking account,7,critical account/ other credits existing (not at this bank),radio/television,1098,.. >= 1000 DM,4 <= ... < 7 years,4,none,2,real estate,46,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
164,0 <= ... < 200 DM,32,existing credits paid back duly till now,car (used),9075,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,31,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
165,no checking account,23,delay in paying off in the past,business,10667,... < 100 DM,... < 1 year,1,none,1,if not A121 : building society savings agreement/ life insurance,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated
166,no checking account,33,critical account/ other credits existing (not at this bank),radio/television,1213,... < 100 DM,1 <= ... < 4 years,2,none,1,real estate,38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,married/widowed
167,... >= 200 DM / salary assignments for at least 1 year,37,existing credits paid back duly till now,radio/television,6383,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,male,single
168,0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),car (used),3622,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,29,none,for free,1,skilled employee / official,2,none,yes,1,male,married/widowed
169,... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,car (new),1324,... < 100 DM,... < 1 year,1,none,2,real estate,25,none,for free,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
170,0 <= ... < 200 DM,15,all credits at this bank paid back duly,retraining,4373,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",42,bank,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,married/widowed
171,0 <= ... < 200 DM,28,delay in paying off in the past,education,1227,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
172,0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),654,... < 100 DM,unemployed,1,co-applicant,4,unknown / no property,26,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,1,male,divorced/separated/married
173,0 <= ... < 200 DM,41,existing credits paid back duly till now,radio/television,7237,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unskilled - resident,1,none,yes,2,male,single
174,no checking account,17,critical account/ other credits existing (not at this bank),furniture/equipment,3642,... < 100 DM,... < 1 year,4,none,4,unknown / no property,26,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
175,0 <= ... < 200 DM,33,existing credits paid back duly till now,radio/television,4448,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
176,0 <= ... < 200 DM,28,existing credits paid back duly till now,repairs,7777,unknown/ no savings account,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
177,no checking account,12,existing credits paid back duly till now,car (used),1247,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,1,unknown / no property,33,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,single
178,0 <= ... < 200 DM,23,delay in paying off in the past,radio/television,3951,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
179,< 0 DM,11,existing credits paid back duly till now,business,1292,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
180,no checking account,20,critical account/ other credits existing (not at this bank),radio/television,2614,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,1,male,single
181,no checking account,37,critical account/ other credits existing (not at this bank),repairs,576,... < 100 DM,4 <= ... < 7 years,1,none,4,unknown / no property,70,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
182,< 0 DM,19,critical account/ other credits existing (not at this bank),car (new),2982,... < 100 DM,... < 1 year,3,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
183,< 0 DM,15,existing credits paid back duly till now,radio/television,1564,... < 100 DM,4 <= ... < 7 years,2,co-applicant,2,if not A121 : building society savings agreement/ life insurance,33,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
184,< 0 DM,19,critical account/ other credits existing (not at this bank),car (new),3128,... < 100 DM,4 <= ... < 7 years,4,none,1,real estate,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,single
185,... >= 200 DM / salary assignments for at least 1 year,18,no credits taken/ all credits paid back duly,furniture/equipment,2796,... < 100 DM,... < 1 year,1,none,2,real estate,25,none,own,2,unskilled - resident,1,none,yes,2,male,married/widowed
186,no checking account,29,delay in paying off in the past,car (new),3554,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,single
187,no checking account,16,critical account/ other credits existing (not at this bank),furniture/equipment,4008,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,48,none,own,3,skilled employee / official,1,none,yes,1,male,single
188,0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),radio/television,5825,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,40,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
189,< 0 DM,16,existing credits paid back duly till now,radio/television,1502,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
190,no checking account,7,delay in paying off in the past,car (new),1590,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,1,real estate,47,none,rent,2,skilled employee / official,2,none,yes,1,male,single
191,no checking account,20,existing credits paid back duly till now,business,2532,... < 100 DM,4 <= ... < 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,33,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
192,... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,1926,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",29,bank,rent,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
193,no checking account,11,existing credits paid back duly till now,car (new),2399,... < 100 DM,4 <= ... < 7 years,4,none,1,real estate,41,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,1,male,divorced/separated/married
194,0 <= ... < 200 DM,23,existing credits paid back duly till now,furniture/equipment,1019,500 <= ... < 1000 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
195,< 0 DM,24,existing credits paid back duly till now,radio/television,1997,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,unknown / no property,58,none,own,1,skilled employee / official,2,none,yes,1,female,single
196,... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,business,1486,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,49,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
197,< 0 DM,18,critical account/ other credits existing (not at this bank),furniture/equipment,1614,... < 100 DM,unemployed,3,guarantor,3,if not A121 : building society savings agreement/ life insurance,48,none,own,3,skilled employee / official,1,none,yes,1,female,married/widowed
198,no checking account,36,critical account/ other credits existing (not at this bank),radio/television,4073,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,stores,for free,1,skilled employee / official,1,none,yes,1,male,single
199,0 <= ... < 200 DM,25,existing credits paid back duly till now,car (new),6180,... < 100 DM,4 <= ... < 7 years,2,none,2,unknown / no property,25,none,own,2,unskilled - resident,1,none,yes,1,female,single
200,0 <= ... < 200 DM,36,critical account/ other credits existing (not at this bank),car (new),4573,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",53,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
201,< 0 DM,17,existing credits paid back duly till now,car (new),2014,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",21,bank,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
202,no checking account,23,existing credits paid back duly till now,radio/television,1543,500 <= ... < 1000 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,skilled employee / official,1,none,yes,1,male,married/widowed
203,< 0 DM,17,existing credits paid back duly till now,car (new),4198,... < 100 DM,unemployed,2,none,4,unknown / no property,26,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
204,< 0 DM,39,existing credits paid back duly till now,radio/television,6135,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,divorced/separated
205,0 <= ... < 200 DM,37,all credits at this bank paid back duly,furniture/equipment,7369,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,2,male,married/widowed
206,no checking account,27,delay in paying off in the past,car (used),8209,.. >= 1000 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
207,0 <= ... < 200 DM,16,existing credits paid back duly till now,car (used),12335,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,1,male,divorced/separated
208,no checking account,34,delay in paying off in the past,furniture/equipment,4383,unknown/ no savings account,... < 1 year,1,co-applicant,4,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,2,none,yes,1,male,single
209,no checking account,10,critical account/ other credits existing (not at this bank),furniture/equipment,1753,... < 100 DM,... < 1 year,2,none,1,if not A121 : building society savings agreement/ life insurance,46,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
210,0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),2560,... < 100 DM,4 <= ... < 7 years,3,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,2,male,divorced/separated/married
211,no checking account,17,existing credits paid back duly till now,car (used),2799,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,2,real estate,33,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
212,... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,car (new),3185,... < 100 DM,... < 1 year,2,none,2,"if not A121/A122 : car or other, not in attribute 6",48,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,divorced/separated
213,< 0 DM,20,no credits taken/ all credits paid back duly,car (new),3003,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,2,unskilled - resident,2,none,yes,2,male,single
214,0 <= ... < 200 DM,16,all credits at this bank paid back duly,car (new),1403,... < 100 DM,.. >= 7 years,1,none,4,unknown / no property,34,none,own,2,unemployed/ unskilled - non-resident,2,none,yes,2,female,divorced/separated/married
215,< 0 DM,57,existing credits paid back duly till now,radio/television,8161,... < 100 DM,1 <= ... < 4 years,3,none,2,unknown / no property,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
216,0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,9575,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,34,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
217,no checking account,22,existing credits paid back duly till now,furniture/equipment,1919,unknown/ no savings account,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated/married
218,< 0 DM,11,existing credits paid back duly till now,radio/television,862,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
219,< 0 DM,17,existing credits paid back duly till now,furniture/equipment,1329,... < 100 DM,... < 1 year,4,co-applicant,1,real estate,20,none,own,1,unskilled - resident,1,none,yes,2,male,married/widowed
220,< 0 DM,15,existing credits paid back duly till now,furniture/equipment,2409,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
221,no checking account,8,delay in paying off in the past,business,3503,.. >= 1000 DM,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
222,< 0 DM,6,all credits at this bank paid back duly,furniture/equipment,4998,unknown/ no savings account,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,male,single
223,< 0 DM,50,no credits taken/ all credits paid back duly,car (new),3167,100 <= ... < 500 DM,.. >= 7 years,4,none,4,real estate,48,none,rent,2,unskilled - resident,1,none,yes,2,male,single
224,0 <= ... < 200 DM,16,existing credits paid back duly till now,radio/television,1500,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",47,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,2,male,single
225,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),business,1921,unknown/ no savings account,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,29,stores,own,2,unemployed/ unskilled - non-resident,1,none,yes,1,male,single
226,no checking account,27,existing credits paid back duly till now,radio/television,9546,... < 100 DM,4 <= ... < 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
227,no checking account,13,existing credits paid back duly till now,furniture/equipment,1879,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,28,bank,own,1,unskilled - resident,1,none,no,1,male,single
228,no checking account,7,existing credits paid back duly till now,furniture/equipment,2578,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
229,no checking account,34,existing credits paid back duly till now,car (new),4242,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,21,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
230,no checking account,8,critical account/ other credits existing (not at this bank),car (new),569,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,36,none,for free,2,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
231,0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,1256,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,30,none,rent,1,skilled employee / official,2,none,yes,2,female,single
232,... >= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),education,1082,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,36,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
233,0 <= ... < 200 DM,26,critical account/ other credits existing (not at this bank),furniture/equipment,3762,... < 100 DM,.. >= 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
234,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (used),2089,unknown/ no savings account,4 <= ... < 7 years,2,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,1,male,single
235,... >= 200 DM / salary assignments for at least 1 year,32,critical account/ other credits existing (not at this bank),repairs,3160,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,22,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
236,no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,4676,.. >= 1000 DM,1 <= ... < 4 years,1,none,4,unknown / no property,30,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,divorced/separated/married
237,no checking account,29,critical account/ other credits existing (not at this bank),radio/television,6108,unknown/ no savings account,4 <= ... < 7 years,4,guarantor,2,real estate,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
238,no checking account,38,delay in paying off in the past,radio/television,10667,... < 100 DM,1 <= ... < 4 years,2,none,2,unknown / no property,50,none,rent,2,skilled employee / official,1,none,yes,1,male,divorced/separated
239,0 <= ... < 200 DM,28,critical account/ other credits existing (not at this bank),radio/television,2335,unknown/ no savings account,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,unskilled - resident,1,none,yes,1,male,single
240,0 <= ... < 200 DM,33,critical account/ other credits existing (not at this bank),car (new),8227,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,35,stores,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,female,single
241,< 0 DM,5,existing credits paid back duly till now,furniture/equipment,6012,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
242,no checking account,14,critical account/ other credits existing (not at this bank),others,4344,... < 100 DM,1 <= ... < 4 years,4,none,3,unknown / no property,43,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
243,0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),car (new),1035,100 <= ... < 500 DM,4 <= ... < 7 years,2,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
244,no checking account,17,delay in paying off in the past,education,2031,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,46,bank,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
