,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
124,0 <= ... < 200 DM,38,all credits at this bank paid back duly,car (used),9535,... < 100 DM,4 <= ... < 7 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
125,no checking account,5,delay in paying off in the past,furniture/equipment,250,.. >= 1000 DM,1 <= ... < 4 years,3,none,2,real estate,62,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
126,no checking account,9,delay in paying off in the past,radio/television,1592,... < 100 DM,4 <= ... < 7 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
127,no checking account,24,all credits at this bank paid back duly,radio/television,3533,... < 100 DM,.. >= 7 years,4,none,4,real estate,28,bank,own,2,skilled employee / official,1,none,yes,1,male,single
128,< 0 DM,22,existing credits paid back duly till now,car (new),842,... < 100 DM,... < 1 year,4,none,1,real estate,31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,male,single
129,no checking account,8,critical account/ other credits existing (not at this bank),furniture/equipment,1234,unknown/ no savings account,... < 1 year,1,none,4,real estate,43,none,own,2,skilled employee / official,1,none,yes,1,male,single
130,< 0 DM,22,existing credits paid back duly till now,car (new),915,... < 100 DM,... < 1 year,4,none,4,real estate,25,bank,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
131,0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),8736,unknown/ no savings account,unemployed,2,none,4,unknown / no property,43,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,2,male,single
132,no checking account,36,existing credits paid back duly till now,car (used),4454,unknown/ no savings account,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
133,no checking account,21,existing credits paid back duly till now,radio/television,3609,... < 100 DM,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,1,female,divorced/separated/married
134,< 0 DM,12,existing credits paid back duly till now,furniture/equipment,3191,... < 100 DM,... < 1 year,1,none,2,real estate,24,bank,own,1,unskilled - resident,1,none,no,1,male,single
135,no checking account,10,critical account/ other credits existing (not at this bank),radio/television,1753,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated/married
136,< 0 DM,11,existing credits paid back duly till now,car (new),5563,unknown/ no savings account,4 <= ... < 7 years,2,none,4,unknown / no property,38,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
137,< 0 DM,11,existing credits paid back duly till now,radio/television,694,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",64,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
138,no checking account,9,critical account/ other credits existing (not at this bank),car (new),1675,unknown/ no savings account,unemployed,1,none,4,real estate,51,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,married/widowed
139,0 <= ... < 200 DM,41,existing credits paid back duly till now,education,5263,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,rent,1,unskilled - resident,1,none,yes,2,male,married/widowed
140,< 0 DM,22,delay in paying off in the past,education,6399,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",39,bank,rent,2,skilled employee / official,2,none,yes,2,male,single
141,0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,3561,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",24,bank,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
142,< 0 DM,23,existing credits paid back duly till now,car (new),1066,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,no,1,male,married/widowed
143,0 <= ... < 200 DM,33,no credits taken/ all credits paid back duly,furniture/equipment,3801,... < 100 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated
144,0 <= ... < 200 DM,41,existing credits paid back duly till now,education,3903,... < 100 DM,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",41,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
145,0 <= ... < 200 DM,10,existing credits paid back duly till now,furniture/equipment,589,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,2,male,single
146,< 0 DM,23,existing credits paid back duly till now,furniture/equipment,3715,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,26,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
147,no checking account,24,existing credits paid back duly till now,business,3197,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
148,no checking account,8,existing credits paid back duly till now,car (used),5811,unknown/ no savings account,1 <= ... < 4 years,1,none,4,real estate,25,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
149,no checking account,9,critical account/ other credits existing (not at this bank),car (new),1351,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,29,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
150,no checking account,10,existing credits paid back duly till now,radio/television,1001,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,59,bank,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
151,< 0 DM,22,critical account/ other credits existing (not at this bank),others,1186,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,49,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
152,< 0 DM,22,all credits at this bank paid back duly,radio/television,1470,... < 100 DM,... < 1 year,4,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",30,bank,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
153,0 <= ... < 200 DM,42,existing credits paid back duly till now,radio/television,4899,... < 100 DM,... < 1 year,1,none,4,unknown / no property,24,none,rent,1,skilled employee / official,1,none,yes,2,male,single
154,0 <= ... < 200 DM,22,existing credits paid back duly till now,radio/television,3674,... < 100 DM,... < 1 year,1,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
155,... >= 200 DM / salary assignments for at least 1 year,34,critical account/ other credits existing (not at this bank),car (used),4909,unknown/ no savings account,4 <= ... < 7 years,4,none,4,unknown / no property,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
156,< 0 DM,24,existing credits paid back duly till now,radio/television,7480,unknown/ no savings account,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,married/widowed
157,... >= 200 DM / salary assignments for at least 1 year,25,critical account/ other credits existing (not at this bank),radio/television,2082,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,none,yes,1,male,single
158,< 0 DM,24,existing credits paid back duly till now,furniture/equipment,4362,... < 100 DM,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
159,< 0 DM,40,no credits taken/ all credits paid back duly,business,4381,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",41,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
160,< 0 DM,22,existing credits paid back duly till now,furniture/equipment,5870,... < 100 DM,... < 1 year,1,none,4,real estate,26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
161,no checking account,22,existing credits paid back duly till now,furniture/equipment,1229,... < 100 DM,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,50,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
162,0 <= ... < 200 DM,35,existing credits paid back duly till now,car (used),6696,unknown/ no savings account,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",41,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
163,< 0 DM,14,all credits at this bank paid back duly,radio/television,3847,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,bank,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
164,0 <= ... < 200 DM,6,existing credits paid back duly till now,car (new),595,... < 100 DM,unemployed,1,none,2,real estate,42,none,own,1,unemployed/ unskilled - non-resident,1,none,no,1,female,divorced/separated/married
165,no checking account,8,critical account/ other credits existing (not at this bank),car (new),901,unknown/ no savings account,... < 1 year,3,none,3,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,single
166,< 0 DM,7,existing credits paid back duly till now,radio/television,1114,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
167,no checking account,22,existing credits paid back duly till now,radio/television,402,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,real estate,29,none,own,1,skilled employee / official,2,none,yes,1,male,single
168,no checking account,8,existing credits paid back duly till now,furniture/equipment,605,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
169,no checking account,12,critical account/ other credits existing (not at this bank),car (new),706,.. >= 1000 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,unskilled - resident,1,none,yes,1,male,married/widowed
170,no checking account,12,existing credits paid back duly till now,furniture/equipment,1088,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,37,bank,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
171,< 0 DM,39,existing credits paid back duly till now,radio/television,2306,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,rent,1,skilled employee / official,1,none,yes,1,male,single
172,no checking account,10,critical account/ other credits existing (not at this bank),radio/television,2538,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,2,skilled employee / official,1,none,yes,1,male,single
173,0 <= ... < 200 DM,35,critical account/ other credits existing (not at this bank),radio/television,1592,... < 100 DM,4 <= ... < 7 years,2,none,4,unknown / no property,57,none,own,2,skilled employee / official,1,none,yes,2,male,single
174,< 0 DM,21,existing credits paid back duly till now,furniture/equipment,2880,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,63,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,divorced/separated
175,no checking account,10,critical account/ other credits existing (not at this bank),radio/television,986,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes,1,male,single
176,... >= 200 DM / salary assignments for at least 1 year,24,delay in paying off in the past,radio/television,4037,... < 100 DM,.. >= 7 years,1,co-applicant,4,real estate,46,stores,own,1,unskilled - resident,1,none,yes,1,male,single
177,0 <= ... < 200 DM,11,no credits taken/ all credits paid back duly,education,818,.. >= 1000 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
178,0 <= ... < 200 DM,43,existing credits paid back duly till now,furniture/equipment,3012,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,30,bank,own,1,skilled employee / official,2,none,yes,2,male,divorced/separated
179,no checking account,8,critical account/ other credits existing (not at this bank),car (new),799,.. >= 1000 DM,4 <= ... < 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,48,none,own,2,skilled employee / official,1,none,yes,1,female,single
180,... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,education,1226,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,28,none,for free,1,skilled employee / official,1,none,yes,1,male,single
181,0 <= ... < 200 DM,6,existing credits paid back duly till now,car (new),2336,... < 100 DM,... < 1 year,4,none,4,unknown / no property,28,none,own,1,unskilled - resident,2,none,yes,2,male,single
182,no checking account,23,delay in paying off in the past,business,3863,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,61,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
183,< 0 DM,22,existing credits paid back duly till now,radio/television,1681,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,rent,1,skilled employee / official,1,none,yes,2,male,married/widowed
184,no checking account,23,critical account/ other credits existing (not at this bank),radio/television,3144,unknown/ no savings account,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
185,no checking account,23,critical account/ other credits existing (not at this bank),education,1777,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,64,none,for free,2,skilled employee / official,1,none,yes,1,male,single
186,no checking account,12,no credits taken/ all credits paid back duly,radio/television,1276,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
187,< 0 DM,12,existing credits paid back duly till now,radio/television,2992,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,for free,1,skilled employee / official,2,none,yes,2,male,single
188,no checking account,29,delay in paying off in the past,repairs,3615,... < 100 DM,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,23,stores,own,2,skilled employee / official,1,none,yes,1,male,single
189,< 0 DM,24,existing credits paid back duly till now,radio/television,1046,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",30,bank,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
190,< 0 DM,8,existing credits paid back duly till now,car (new),1569,... < 100 DM,... < 1 year,1,none,4,if not A121 : building society savings agreement/ life insurance,29,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
191,< 0 DM,40,existing credits paid back duly till now,radio/television,2782,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
192,no checking account,4,critical account/ other credits existing (not at this bank),radio/television,637,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,64,none,own,2,unskilled - resident,2,none,yes,1,male,single
193,< 0 DM,5,existing credits paid back duly till now,radio/television,909,... < 100 DM,... < 1 year,3,none,2,real estate,19,none,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
194,< 0 DM,9,existing credits paid back duly till now,furniture/equipment,3296,... < 100 DM,4 <= ... < 7 years,3,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
195,0 <= ... < 200 DM,22,existing credits paid back duly till now,radio/television,3057,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,1,male,single
196,0 <= ... < 200 DM,37,delay in paying off in the past,radio/television,3568,... < 100 DM,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",30,stores,own,2,skilled employee / official,1,none,yes,1,male,single
197,< 0 DM,34,delay in paying off in the past,repairs,1876,... < 100 DM,4 <= ... < 7 years,3,none,1,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
198,0 <= ... < 200 DM,5,existing credits paid back duly till now,radio/television,429,... < 100 DM,... < 1 year,4,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
199,< 0 DM,15,critical account/ other credits existing (not at this bank),car (used),1151,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,1,male,single
200,< 0 DM,7,existing credits paid back duly till now,radio/television,1394,... < 100 DM,... < 1 year,1,guarantor,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
201,< 0 DM,35,existing credits paid back duly till now,radio/television,14408,unknown/ no savings account,... < 1 year,3,none,1,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated
202,< 0 DM,43,all credits at this bank paid back duly,furniture/equipment,9227,... < 100 DM,... < 1 year,4,none,4,real estate,34,stores,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
203,no checking account,14,critical account/ other credits existing (not at this bank),furniture/equipment,1813,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,3,skilled employee / official,1,none,yes,1,male,single
204,< 0 DM,41,delay in paying off in the past,repairs,3466,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
205,no checking account,6,existing credits paid back duly till now,car (new),250,... < 100 DM,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
206,0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,4084,... < 100 DM,... < 1 year,4,guarantor,1,real estate,37,none,rent,1,unskilled - resident,2,none,yes,2,male,divorced/separated
207,< 0 DM,24,existing credits paid back duly till now,car (new),2778,... < 100 DM,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
208,no checking account,24,existing credits paid back duly till now,radio/television,4537,... < 100 DM,... < 1 year,1,none,4,if not A121 : building society savings agreement/ life insurance,25,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,divorced/separated/married
209,< 0 DM,6,existing credits paid back duly till now,car (new),1794,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,53,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
210,< 0 DM,31,all credits at this bank paid back duly,radio/television,7682,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",48,stores,for free,2,skilled employee / official,2,none,yes,2,male,single
211,0 <= ... < 200 DM,13,delay in paying off in the past,car (new),3617,unknown/ no savings account,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,20,none,own,2,skilled employee / official,2,none,yes,1,male,single
212,no checking account,40,existing credits paid back duly till now,business,17073,unknown/ no savings account,.. >= 7 years,4,co-applicant,4,unknown / no property,63,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
213,no checking account,24,delay in paying off in the past,business,1928,.. >= 1000 DM,.. >= 7 years,3,none,2,real estate,32,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
214,0 <= ... < 200 DM,22,existing credits paid back duly till now,radio/television,1837,... < 100 DM,4 <= ... < 7 years,3,none,4,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
215,no checking account,24,delay in paying off in the past,radio/television,3125,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",45,stores,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
216,no checking account,8,critical account/ other credits existing (not at this bank),education,5644,unknown/ no savings account,.. >= 7 years,1,none,4,real estate,56,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
217,< 0 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,944,100 <= ... < 500 DM,.. >= 7 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
218,< 0 DM,23,existing credits paid back duly till now,education,1185,.. >= 1000 DM,1 <= ... < 4 years,3,none,2,unknown / no property,43,bank,for free,2,skilled employee / official,2,none,yes,2,male,single
219,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),car (new),1691,... < 100 DM,4 <= ... < 7 years,1,guarantor,2,real estate,24,none,rent,1,unskilled - resident,1,none,no,1,male,married/widowed
220,0 <= ... < 200 DM,43,existing credits paid back duly till now,business,14045,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,4,unknown / no property,43,none,for free,3,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
221,0 <= ... < 200 DM,28,no credits taken/ all credits paid back duly,radio/television,3297,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",40,bank,own,2,skilled employee / official,2,none,yes,1,male,single
222,0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),radio/television,1027,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,none,yes,1,male,single
223,< 0 DM,22,existing credits paid back duly till now,car (new),2684,... < 100 DM,... < 1 year,4,none,3,unknown / no property,30,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
224,0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,2069,... < 100 DM,4 <= ... < 7 years,1,none,3,if not A121 : building society savings agreement/ life insurance,22,bank,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
225,< 0 DM,22,delay in paying off in the past,furniture/equipment,2814,... < 100 DM,.. >= 7 years,1,none,2,if not A121 : building society savings agreement/ life insurance,61,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
226,0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,1315,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
227,< 0 DM,14,existing credits paid back duly till now,furniture/equipment,3476,... < 100 DM,... < 1 year,1,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
228,< 0 DM,8,delay in paying off in the past,domestic appliances,2368,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,3,skilled employee / official,1,none,yes,1,female,divorced/separated/married
229,no checking account,7,existing credits paid back duly till now,furniture/equipment,414,.. >= 1000 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,56,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1,male,divorced/separated
230,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),1554,100 <= ... < 500 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
231,no checking account,23,critical account/ other credits existing (not at this bank),car (new),560,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,68,bank,rent,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
232,no checking account,11,no credits taken/ all credits paid back duly,radio/television,1700,unknown/ no savings account,1 <= ... < 4 years,4,none,1,real estate,41,bank,own,4,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,married/widowed
233,0 <= ... < 200 DM,15,existing credits paid back duly till now,furniture/equipment,8641,unknown/ no savings account,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,1,male,divorced/separated/married
234,< 0 DM,22,existing credits paid back duly till now,radio/television,3818,... < 100 DM,... < 1 year,1,co-applicant,1,real estate,38,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
235,< 0 DM,9,delay in paying off in the past,car (new),1470,... < 100 DM,1 <= ... < 4 years,4,none,3,unknown / no property,60,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
236,0 <= ... < 200 DM,16,existing credits paid back duly till now,car (used),7482,... < 100 DM,4 <= ... < 7 years,2,none,1,unknown / no property,39,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,male,single
237,0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),1045,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,62,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,1,female,single
238,no checking account,10,critical account/ other credits existing (not at this bank),radio/television,4856,... < 100 DM,4 <= ... < 7 years,3,guarantor,2,real estate,38,none,own,2,skilled employee / official,2,none,yes,1,male,single
239,0 <= ... < 200 DM,10,all credits at this bank paid back duly,furniture/equipment,2231,... < 100 DM,... < 1 year,1,none,1,real estate,33,stores,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
240,no checking account,8,critical account/ other credits existing (not at this bank),radio/television,664,unknown/ no savings account,... < 1 year,4,none,1,real estate,43,none,own,2,unskilled - resident,1,none,yes,1,male,single
241,no checking account,11,existing credits paid back duly till now,car (new),1228,500 <= ... < 1000 DM,unemployed,1,none,2,real estate,26,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
242,no checking account,48,critical account/ other credits existing (not at this bank),business,3052,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
243,0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,357,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,yes,1,male,single
244,... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,radio/television,3747,... < 100 DM,... < 1 year,3,co-applicant,4,if not A121 : building society savings agreement/ life insurance,34,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
245,no checking account,8,critical account/ other credits existing (not at this bank),radio/television,617,unknown/ no savings account,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,2,skilled employee / official,1,none,yes,1,male,single
246,< 0 DM,23,critical account/ other credits existing (not at this bank),repairs,1866,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
247,0 <= ... < 200 DM,13,all credits at this bank paid back duly,car (used),3171,unknown/ no savings account,... < 1 year,1,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
248,no checking account,24,existing credits paid back duly till now,furniture/equipment,4195,unknown/ no savings account,... < 1 year,1,none,1,real estate,51,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
