,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
125,no checking account,24,existing credits paid back duly till now,business,2268,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
126,no checking account,16,critical account/ other credits existing (not at this bank),car (used),3394,... < 100 DM,.. >= 7 years,1,none,1,"if not A121/A122 : car or other, not in attribute 6",50,bank,rent,1,skilled employee / official,1,none,yes,1,male,single
127,< 0 DM,40,no credits taken/ all credits paid back duly,furniture/equipment,6714,unknown/ no savings account,4 <= ... < 7 years,4,none,4,unknown / no property,48,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
128,no checking account,24,critical account/ other credits existing (not at this bank),car (used),4825,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,54,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,single
129,0 <= ... < 200 DM,72,existing credits paid back duly till now,radio/television,18424,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,none,yes,2,female,married/widowed
130,no checking account,24,critical account/ other credits existing (not at this bank),car (used),3240,100 <= ... < 500 DM,.. >= 7 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
131,no checking account,27,critical account/ other credits existing (not at this bank),car (new),3297,100 <= ... < 500 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,2,unskilled - resident,1,none,yes,2,female,divorced/separated/married
132,no checking account,24,all credits at this bank paid back duly,car (new),3053,100 <= ... < 500 DM,4 <= ... < 7 years,2,guarantor,1,"if not A121/A122 : car or other, not in attribute 6",28,stores,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,divorced/separated
133,no checking account,12,existing credits paid back duly till now,radio/television,2657,... < 100 DM,1 <= ... < 4 years,2,none,1,real estate,36,bank,own,1,unskilled - resident,2,none,yes,1,male,single
134,< 0 DM,24,critical account/ other credits existing (not at this bank),car (new),2515,... < 100 DM,1 <= ... < 4 years,4,none,2,unknown / no property,33,none,for free,2,skilled employee / official,2,none,yes,2,male,single
135,< 0 DM,9,critical account/ other credits existing (not at this bank),radio/television,1507,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,unskilled - resident,2,none,yes,1,male,single
136,0 <= ... < 200 DM,22,existing credits paid back duly till now,furniture/equipment,1833,... < 100 DM,... < 1 year,4,none,4,real estate,25,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
137,0 <= ... < 200 DM,4,critical account/ other credits existing (not at this bank),car (new),373,... < 100 DM,.. >= 7 years,4,none,3,real estate,42,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
138,... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,furniture/equipment,1430,... < 100 DM,... < 1 year,3,none,4,real estate,28,none,own,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
139,< 0 DM,36,existing credits paid back duly till now,radio/television,3937,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,male,single
140,0 <= ... < 200 DM,17,no credits taken/ all credits paid back duly,radio/television,2718,... < 100 DM,1 <= ... < 4 years,3,none,1,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
141,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,... < 1 year,4,none,4,real estate,19,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
142,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2066,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,if not A121 : building society savings agreement/ life insurance,25,bank,own,1,skilled employee / official,1,none,yes,1,male,single
143,0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,4873,100 <= ... < 500 DM,... < 1 year,1,none,2,real estate,27,none,own,1,skilled employee / official,1,none,yes,1,male,single
144,no checking account,4,critical account/ other credits existing (not at this bank),radio/television,3615,unknown/ no savings account,4 <= ... < 7 years,1,none,1,real estate,46,none,own,3,unskilled - resident,2,none,yes,1,male,single
145,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,1055,... < 100 DM,4 <= ... < 7 years,3,none,2,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
146,no checking account,24,critical account/ other credits existing (not at this bank),car (used),7172,unknown/ no savings account,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
147,no checking account,9,critical account/ other credits existing (not at this bank),car (new),2052,... < 100 DM,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,2,male,married/widowed
148,no checking account,18,existing credits paid back duly till now,furniture/equipment,1478,... < 100 DM,1 <= ... < 4 years,2,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
149,no checking account,45,critical account/ other credits existing (not at this bank),radio/television,6284,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,married/widowed
150,< 0 DM,24,existing credits paid back duly till now,business,1614,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
151,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1261,... < 100 DM,.. >= 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,44,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,divorced/separated
152,no checking account,18,critical account/ other credits existing (not at this bank),car (used),5116,unknown/ no savings account,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",50,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,divorced/separated/married
153,no checking account,9,critical account/ other credits existing (not at this bank),car (new),577,... < 100 DM,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,21,bank,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
154,0 <= ... < 200 DM,72,existing credits paid back duly till now,car (used),18423,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,4,unknown / no property,19,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
155,< 0 DM,31,existing credits paid back duly till now,car (new),6594,... < 100 DM,1 <= ... < 4 years,1,none,1,real estate,23,bank,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
156,no checking account,17,critical account/ other credits existing (not at this bank),furniture/equipment,4206,500 <= ... < 1000 DM,... < 1 year,1,none,4,unknown / no property,43,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
157,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),furniture/equipment,1405,... < 100 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,2,unskilled - resident,2,none,yes,2,male,single
158,no checking account,18,delay in paying off in the past,business,2329,... < 100 DM,.. >= 7 years,2,none,2,real estate,42,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
159,< 0 DM,15,delay in paying off in the past,repairs,4044,500 <= ... < 1000 DM,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated
160,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,801,500 <= ... < 1000 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,30,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
161,no checking account,7,existing credits paid back duly till now,car (new),1239,... < 100 DM,unemployed,1,none,4,"if not A121/A122 : car or other, not in attribute 6",43,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
162,< 0 DM,18,critical account/ other credits existing (not at this bank),furniture/equipment,1612,... < 100 DM,.. >= 7 years,3,none,3,real estate,43,stores,own,1,skilled employee / official,1,none,yes,2,male,single
163,no checking account,18,critical account/ other credits existing (not at this bank),furniture/equipment,2959,100 <= ... < 500 DM,... < 1 year,2,guarantor,2,if not A121 : building society savings agreement/ life insurance,35,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,male,divorced/separated
164,no checking account,4,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,none,4,real estate,19,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
165,no checking account,7,critical account/ other credits existing (not at this bank),radio/television,1076,... < 100 DM,.. >= 7 years,1,none,3,real estate,51,none,own,2,skilled employee / official,1,none,yes,1,male,single
166,no checking account,12,existing credits paid back duly till now,car (new),1229,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",55,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
167,0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,1193,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,real estate,22,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
168,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),3519,500 <= ... < 1000 DM,.. >= 7 years,2,none,4,unknown / no property,66,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
169,no checking account,36,critical account/ other credits existing (not at this bank),car (new),3658,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,48,none,for free,2,skilled employee / official,1,none,yes,1,male,single
170,no checking account,18,delay in paying off in the past,car (new),4157,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
171,no checking account,24,all credits at this bank paid back duly,furniture/equipment,5893,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,34,bank,own,1,skilled employee / official,1,none,yes,1,male,single
172,0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,961,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,21,none,rent,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
173,0 <= ... < 200 DM,24,existing credits paid back duly till now,business,1812,... < 100 DM,4 <= ... < 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",19,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
174,< 0 DM,12,existing credits paid back duly till now,car (new),1318,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
175,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),radio/television,1430,... < 100 DM,1 <= ... < 4 years,4,none,1,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,1,male,single
176,< 0 DM,20,existing credits paid back duly till now,furniture/equipment,2344,unknown/ no savings account,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
177,0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),radio/television,3059,... < 100 DM,1 <= ... < 4 years,2,co-applicant,4,real estate,32,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",no,2,male,single
178,0 <= ... < 200 DM,72,existing credits paid back duly till now,radio/television,18424,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,none,yes,2,male,single
179,no checking account,12,no credits taken/ all credits paid back duly,furniture/equipment,1202,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
180,< 0 DM,9,existing credits paid back duly till now,car (new),785,... < 100 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
181,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,1249,... < 100 DM,... < 1 year,3,none,4,real estate,21,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
182,no checking account,14,existing credits paid back duly till now,furniture/equipment,1962,100 <= ... < 500 DM,... < 1 year,3,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
183,0 <= ... < 200 DM,35,existing credits paid back duly till now,radio/television,2718,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,2,male,single
184,no checking account,18,existing credits paid back duly till now,radio/television,2609,... < 100 DM,... < 1 year,2,none,4,real estate,19,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
185,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1453,... < 100 DM,1 <= ... < 4 years,4,co-applicant,1,real estate,28,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated
186,< 0 DM,12,all credits at this bank paid back duly,retraining,1368,unknown/ no savings account,... < 1 year,4,none,1,"if not A121/A122 : car or other, not in attribute 6",36,bank,own,1,skilled employee / official,1,none,yes,2,male,single
187,< 0 DM,35,critical account/ other credits existing (not at this bank),radio/television,3129,... < 100 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,2,unskilled - resident,1,none,yes,1,male,single
188,no checking account,4,existing credits paid back duly till now,radio/television,959,... < 100 DM,1 <= ... < 4 years,2,guarantor,4,real estate,53,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated
189,< 0 DM,18,existing credits paid back duly till now,car (new),2052,... < 100 DM,... < 1 year,2,none,2,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
190,no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2645,unknown/ no savings account,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,unskilled - resident,1,none,yes,1,male,single
191,0 <= ... < 200 DM,71,existing credits paid back duly till now,car (used),18424,... < 100 DM,1 <= ... < 4 years,1,none,1,if not A121 : building society savings agreement/ life insurance,19,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,single
192,0 <= ... < 200 DM,24,existing credits paid back duly till now,business,6060,unknown/ no savings account,.. >= 7 years,3,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
193,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,3,none,4,real estate,19,none,own,1,unskilled - resident,1,none,yes,1,male,divorced/separated/married
194,no checking account,7,critical account/ other credits existing (not at this bank),furniture/equipment,1931,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
195,< 0 DM,36,existing credits paid back duly till now,radio/television,3927,... < 100 DM,... < 1 year,4,none,4,unknown / no property,26,none,for free,1,skilled employee / official,1,none,yes,2,male,divorced/separated
196,no checking account,15,critical account/ other credits existing (not at this bank),car (used),2686,... < 100 DM,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,1,male,single
197,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,3929,... < 100 DM,.. >= 7 years,1,none,2,unknown / no property,28,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,2,female,divorced/separated/married
198,no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,6477,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
199,no checking account,15,existing credits paid back duly till now,furniture/equipment,2527,... < 100 DM,.. >= 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
200,< 0 DM,18,critical account/ other credits existing (not at this bank),car (new),2203,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,2,skilled employee / official,1,none,yes,2,male,single
201,0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,none,4,real estate,19,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
202,no checking account,6,delay in paying off in the past,business,1458,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,27,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
203,< 0 DM,9,existing credits paid back duly till now,radio/television,2945,... < 100 DM,... < 1 year,2,none,4,real estate,28,none,own,1,skilled employee / official,1,none,no,1,male,single
204,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,816,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
205,< 0 DM,19,existing credits paid back duly till now,business,5635,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
206,0 <= ... < 200 DM,5,existing credits paid back duly till now,car (new),1210,.. >= 1000 DM,4 <= ... < 7 years,2,none,1,real estate,26,none,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
207,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1794,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,none,yes,1,male,single
208,0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,car (new),5392,unknown/ no savings account,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
209,... >= 200 DM / salary assignments for at least 1 year,17,existing credits paid back duly till now,furniture/equipment,4282,unknown/ no savings account,.. >= 7 years,1,none,4,if not A121 : building society savings agreement/ life insurance,56,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
210,< 0 DM,5,existing credits paid back duly till now,car (new),959,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,32,none,own,1,unskilled - resident,2,none,yes,1,male,single
211,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),3867,500 <= ... < 1000 DM,4 <= ... < 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
212,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),3672,... < 100 DM,... < 1 year,2,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",32,stores,own,2,skilled employee / official,1,none,yes,1,male,divorced/separated
213,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,4 <= ... < 7 years,1,none,1,real estate,19,none,own,1,unskilled - resident,2,none,yes,1,female,divorced/separated/married
214,no checking account,12,existing credits paid back duly till now,business,2813,.. >= 1000 DM,1 <= ... < 4 years,1,guarantor,3,real estate,27,none,own,1,unskilled - resident,1,none,yes,1,female,married/widowed
215,no checking account,23,existing credits paid back duly till now,car (used),5090,100 <= ... < 500 DM,.. >= 7 years,1,none,4,unknown / no property,32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,divorced/separated/married
216,no checking account,17,existing credits paid back duly till now,radio/television,1183,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes,1,male,single
217,< 0 DM,30,all credits at this bank paid back duly,car (new),6482,... < 100 DM,4 <= ... < 7 years,3,none,4,unknown / no property,27,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
218,0 <= ... < 200 DM,32,no credits taken/ all credits paid back duly,furniture/equipment,6319,... < 100 DM,... < 1 year,2,none,2,if not A121 : building society savings agreement/ life insurance,27,bank,own,2,skilled employee / official,1,none,yes,1,male,single
219,< 0 DM,24,critical account/ other credits existing (not at this bank),radio/television,1639,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,skilled employee / official,2,none,yes,1,male,single
220,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1256,unknown/ no savings account,4 <= ... < 7 years,4,none,4,real estate,21,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
221,0 <= ... < 200 DM,52,existing credits paid back duly till now,business,5277,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,stores,rent,1,skilled employee / official,1,none,yes,1,male,single
222,no checking account,22,delay in paying off in the past,radio/television,2214,... < 100 DM,1 <= ... < 4 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
223,0 <= ... < 200 DM,9,existing credits paid back duly till now,furniture/equipment,2650,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
224,< 0 DM,24,existing credits paid back duly till now,car (new),1704,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,unknown / no property,29,none,for free,1,unskilled - resident,1,none,yes,2,male,single
225,0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),1432,unknown/ no savings account,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",48,none,own,2,skilled employee / official,2,none,yes,2,male,single
226,no checking account,18,delay in paying off in the past,education,1667,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated
227,no checking account,4,critical account/ other credits existing (not at this bank),car (new),250,... < 100 DM,4 <= ... < 7 years,1,none,1,real estate,24,none,own,1,unskilled - resident,2,none,yes,1,male,single
228,no checking account,8,existing credits paid back duly till now,radio/television,2849,... < 100 DM,... < 1 year,1,none,3,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
229,no checking account,36,existing credits paid back duly till now,radio/television,6335,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
230,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),4092,... < 100 DM,... < 1 year,1,none,1,real estate,28,none,own,1,unskilled - resident,1,none,yes,1,male,single
231,0 <= ... < 200 DM,72,existing credits paid back duly till now,business,18424,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,2,skilled employee / official,1,none,yes,2,male,single
232,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2512,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,2,none,yes,1,male,single
233,... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,radio/television,1508,unknown/ no savings account,1 <= ... < 4 years,3,none,1,real estate,35,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
234,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1206,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,21,bank,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
235,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3490,unknown/ no savings account,1 <= ... < 4 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
236,0 <= ... < 200 DM,10,delay in paying off in the past,car (used),1824,... < 100 DM,... < 1 year,3,none,3,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
237,0 <= ... < 200 DM,24,existing credits paid back duly till now,repairs,2127,... < 100 DM,... < 1 year,4,co-applicant,3,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
238,< 0 DM,24,existing credits paid back duly till now,furniture/equipment,3771,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,28,none,for free,1,skilled employee / official,1,none,yes,1,male,single
239,no checking account,24,delay in paying off in the past,radio/television,2255,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,48,none,own,2,unskilled - resident,1,none,yes,1,male,single
240,0 <= ... < 200 DM,23,no credits taken/ all credits paid back duly,radio/television,2006,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,31,stores,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
241,... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,2636,... < 100 DM,... < 1 year,4,none,1,real estate,20,none,own,1,unskilled - resident,1,none,yes,2,female,married/widowed
242,no checking account,24,existing credits paid back duly till now,car (used),3096,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",47,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
243,< 0 DM,10,all credits at this bank paid back duly,car (new),463,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,3,real estate,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
244,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1854,100 <= ... < 500 DM,.. >= 7 years,3,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,none,yes,1,male,single
245,0 <= ... < 200 DM,36,delay in paying off in the past,furniture/equipment,5296,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,2,if not A121 : building society savings agreement/ life insurance,31,bank,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,2,male,single
246,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,2998,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,1,male,single
247,0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,5330,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,26,bank,own,1,skilled employee / official,1,none,yes,2,male,single
248,< 0 DM,38,existing credits paid back duly till now,business,7114,... < 100 DM,1 <= ... < 4 years,1,none,3,unknown / no property,27,stores,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes,2,male,single
