checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
0 <= ... < 200 DM,26,existing credits paid back duly till now,car (new),2002,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,single,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,6053,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",64,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,9,delay in paying off in the past,furniture/equipment,5419,.. >= 1000 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,23,bank,rent,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,3275,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",20,bank,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,24,delay in paying off in the past,car (new),5305,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
< 0 DM,6,existing credits paid back duly till now,car (new),3970,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,44,existing credits paid back duly till now,radio/television,1958,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,25,critical account/ other credits existing (not at this bank),business,1158,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,2,skilled employee / official,1,none,yes,male,single,2
no checking account,48,no credits taken/ all credits paid back duly,radio/television,13817,... < 100 DM,unemployed,2,none,2,real estate,23,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,9,existing credits paid back duly till now,business,2324,.. >= 1000 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,23,existing credits paid back duly till now,car (used),4287,.. >= 1000 DM,.. >= 7 years,4,none,4,unknown / no property,61,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,8,critical account/ other credits existing (not at this bank),radio/television,2008,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",47,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,25,critical account/ other credits existing (not at this bank),repairs,4276,unknown/ no savings account,.. >= 7 years,1,none,3,unknown / no property,56,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,36,delay in paying off in the past,car (used),14350,... < 100 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,37,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,29,delay in paying off in the past,radio/television,2554,unknown/ no savings account,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,23,existing credits paid back duly till now,repairs,2939,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,24,no credits taken/ all credits paid back duly,car (new),7981,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,23,existing credits paid back duly till now,radio/television,3521,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,15,critical account/ other credits existing (not at this bank),education,673,500 <= ... < 1000 DM,... < 1 year,3,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,2,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,2
no checking account,53,existing credits paid back duly till now,furniture/equipment,4918,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,19,existing credits paid back duly till now,radio/television,1673,... < 100 DM,.. >= 7 years,4,none,4,real estate,24,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,49,existing credits paid back duly till now,furniture/equipment,9808,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,2
0 <= ... < 200 DM,24,delay in paying off in the past,furniture/equipment,1855,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",48,none,own,1,skilled employee / official,1,none,yes,male,single,1
< 0 DM,14,existing credits paid back duly till now,car (new),1939,... < 100 DM,... < 1 year,4,guarantor,4,if not A121 : building society savings agreement/ life insurance,20,none,own,1,unskilled - resident,1,none,yes,male,married/widowed,1
no checking account,25,existing credits paid back duly till now,radio/television,5514,... < 100 DM,1 <= ... < 4 years,4,none,3,real estate,51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,7,critical account/ other credits existing (not at this bank),furniture/equipment,2089,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,48,none,for free,2,skilled employee / official,1,none,yes,male,single,2
0 <= ... < 200 DM,25,critical account/ other credits existing (not at this bank),furniture/equipment,9353,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,male,single,1
no checking account,23,existing credits paid back duly till now,radio/television,2639,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,37,delay in paying off in the past,business,3165,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,41,critical account/ other credits existing (not at this bank),car (new),2902,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
no checking account,13,critical account/ other credits existing (not at this bank),furniture/equipment,2593,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
0 <= ... < 200 DM,61,delay in paying off in the past,car (used),4663,... < 100 DM,unemployed,2,none,2,"if not A121/A122 : car or other, not in attribute 6",42,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,2
no checking account,15,delay in paying off in the past,radio/television,4096,500 <= ... < 1000 DM,... < 1 year,2,none,3,real estate,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,39,existing credits paid back duly till now,furniture/equipment,2900,... < 100 DM,1 <= ... < 4 years,2,guarantor,3,real estate,30,none,own,1,skilled employee / official,1,none,yes,male,single,1
no checking account,9,existing credits paid back duly till now,radio/television,1296,unknown/ no savings account,unemployed,4,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
0 <= ... < 200 DM,43,existing credits paid back duly till now,car (new),11376,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,12,all credits at this bank paid back duly,furniture/equipment,909,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,real estate,32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,16,critical account/ other credits existing (not at this bank),car (used),6473,... < 100 DM,unemployed,2,none,4,unknown / no property,29,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,12,existing credits paid back duly till now,education,1574,... < 100 DM,... < 1 year,4,none,3,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,male,single,2
no checking account,16,critical account/ other credits existing (not at this bank),radio/television,1954,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,46,none,own,3,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,39,existing credits paid back duly till now,radio/television,7816,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
no checking account,9,existing credits paid back duly till now,car (new),3595,500 <= ... < 1000 DM,.. >= 7 years,3,none,2,real estate,57,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,9,critical account/ other credits existing (not at this bank),furniture/equipment,4896,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,bank,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1576,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,1955,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,49,bank,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1503,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,24,delay in paying off in the past,furniture/equipment,1521,... < 100 DM,... < 1 year,3,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,39,existing credits paid back duly till now,furniture/equipment,2944,... < 100 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,unskilled - resident,2,none,yes,male,single,1
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,650,... < 100 DM,unemployed,4,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (used),3453,... < 100 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,37,all credits at this bank paid back duly,education,3576,500 <= ... < 1000 DM,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,14,existing credits paid back duly till now,radio/television,3335,unknown/ no savings account,.. >= 7 years,3,none,4,real estate,29,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,36,existing credits paid back duly till now,car (used),5456,unknown/ no savings account,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,9,existing credits paid back duly till now,radio/television,4235,... < 100 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),radio/television,585,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,7,existing credits paid back duly till now,education,3407,.. >= 1000 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,14,critical account/ other credits existing (not at this bank),business,1753,100 <= ... < 500 DM,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,23,existing credits paid back duly till now,radio/television,6680,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,14,existing credits paid back duly till now,furniture/equipment,2226,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,17,critical account/ other credits existing (not at this bank),radio/television,6946,unknown/ no savings account,.. >= 7 years,2,none,2,real estate,35,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
no checking account,37,existing credits paid back duly till now,car (new),5957,... < 100 DM,.. >= 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",59,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,13,critical account/ other credits existing (not at this bank),radio/television,10850,... < 100 DM,.. >= 7 years,2,none,2,real estate,23,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (new),2389,... < 100 DM,... < 1 year,2,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes,male,married/widowed,2
no checking account,39,existing credits paid back duly till now,business,4702,100 <= ... < 500 DM,... < 1 year,2,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),car (new),1424,100 <= ... < 500 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,unskilled - resident,1,none,yes,female,divorced/separated/married,1
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,3170,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
0 <= ... < 200 DM,26,critical account/ other credits existing (not at this bank),car (used),6766,unknown/ no savings account,.. >= 7 years,2,none,1,"if not A121/A122 : car or other, not in attribute 6",56,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,35,existing credits paid back duly till now,car (used),10114,unknown/ no savings account,4 <= ... < 7 years,2,none,2,real estate,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,54,critical account/ other credits existing (not at this bank),radio/television,11888,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,7,existing credits paid back duly till now,radio/television,2658,... < 100 DM,1 <= ... < 4 years,2,none,3,real estate,19,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,22,delay in paying off in the past,car (used),2344,unknown/ no savings account,.. >= 7 years,3,none,4,unknown / no property,59,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,8,critical account/ other credits existing (not at this bank),business,7292,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,35,critical account/ other credits existing (not at this bank),car (used),5583,... < 100 DM,4 <= ... < 7 years,3,none,2,unknown / no property,43,none,own,1,skilled employee / official,2,none,yes,male,single,1
< 0 DM,41,critical account/ other credits existing (not at this bank),business,8968,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,55,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,12,all credits at this bank paid back duly,furniture/equipment,1756,... < 100 DM,1 <= ... < 4 years,4,guarantor,3,"if not A121/A122 : car or other, not in attribute 6",56,bank,own,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,38,existing credits paid back duly till now,furniture/equipment,12454,... < 100 DM,unemployed,4,none,4,unknown / no property,27,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
0 <= ... < 200 DM,52,all credits at this bank paid back duly,education,9203,... < 100 DM,4 <= ... < 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",39,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,10,critical account/ other credits existing (not at this bank),radio/television,726,... < 100 DM,... < 1 year,2,none,3,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (new),1841,500 <= ... < 1000 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,1467,... < 100 DM,.. >= 7 years,3,co-applicant,3,if not A121 : building society savings agreement/ life insurance,24,none,for free,1,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,38,existing credits paid back duly till now,furniture/equipment,4625,... < 100 DM,1 <= ... < 4 years,2,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,36,existing credits paid back duly till now,business,8067,... < 100 DM,unemployed,2,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
< 0 DM,20,existing credits paid back duly till now,radio/television,3251,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,male,divorced/separated,1
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),radio/television,1473,unknown/ no savings account,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,2,none,no,male,single,1
no checking account,15,existing credits paid back duly till now,car (new),2433,unknown/ no savings account,unemployed,4,none,1,real estate,34,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
< 0 DM,40,no credits taken/ all credits paid back duly,furniture/equipment,4607,500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,real estate,30,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,40,critical account/ other credits existing (not at this bank),business,1776,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
... >= 200 DM / salary assignments for at least 1 year,22,critical account/ other credits existing (not at this bank),furniture/equipment,502,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,real estate,22,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,12,critical account/ other credits existing (not at this bank),education,627,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",48,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,17,existing credits paid back duly till now,radio/television,3123,... < 100 DM,... < 1 year,4,none,3,real estate,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,24,all credits at this bank paid back duly,car (used),4748,unknown/ no savings account,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,34,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,9,existing credits paid back duly till now,radio/television,1574,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,10,existing credits paid back duly till now,radio/television,969,... < 100 DM,... < 1 year,4,none,4,real estate,27,bank,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,11,delay in paying off in the past,car (new),2040,... < 100 DM,.. >= 7 years,4,guarantor,4,if not A121 : building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,25,delay in paying off in the past,car (new),3148,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,real estate,43,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),1365,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,2
no checking account,33,no credits taken/ all credits paid back duly,radio/television,17301,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",21,bank,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
< 0 DM,37,critical account/ other credits existing (not at this bank),radio/television,2750,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",22,none,rent,2,unskilled - resident,1,none,yes,male,single,2
no checking account,25,no credits taken/ all credits paid back duly,furniture/equipment,1706,... < 100 DM,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,47,critical account/ other credits existing (not at this bank),car (used),7155,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,15,existing credits paid back duly till now,education,2453,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,23,none,rent,1,unskilled - resident,1,none,yes,female,divorced/separated/married,2
no checking account,23,existing credits paid back duly till now,car (new),1361,unknown/ no savings account,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,32,none,own,2,skilled employee / official,1,none,no,male,single,1
< 0 DM,12,all credits at this bank paid back duly,car (new),1449,100 <= ... < 500 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,24,bank,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,2
no checking account,16,existing credits paid back duly till now,radio/television,1884,.. >= 1000 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= ... < 200 DM,8,critical account/ other credits existing (not at this bank),business,1271,unknown/ no savings account,.. >= 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,4,existing credits paid back duly till now,business,1419,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,23,delay in paying off in the past,radio/television,1968,unknown/ no savings account,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",43,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,11,existing credits paid back duly till now,radio/television,2413,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,9,no credits taken/ all credits paid back duly,radio/television,974,unknown/ no savings account,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,35,bank,own,1,skilled employee / official,1,none,yes,male,divorced/separated,2
< 0 DM,11,critical account/ other credits existing (not at this bank),education,1596,unknown/ no savings account,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,11,existing credits paid back duly till now,furniture/equipment,4068,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,40,critical account/ other credits existing (not at this bank),others,8462,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,56,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,25,existing credits paid back duly till now,furniture/equipment,2431,unknown/ no savings account,4 <= ... < 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,10,no credits taken/ all credits paid back duly,radio/television,1499,unknown/ no savings account,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated/married,1
no checking account,23,existing credits paid back duly till now,car (used),7874,... < 100 DM,unemployed,4,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
< 0 DM,37,critical account/ other credits existing (not at this bank),business,1389,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,38,existing credits paid back duly till now,radio/television,2370,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,2
< 0 DM,23,critical account/ other credits existing (not at this bank),business,1636,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,49,none,own,2,skilled employee / official,1,none,yes,male,single,1
0 <= ... < 200 DM,55,delay in paying off in the past,radio/television,4743,... < 100 DM,1 <= ... < 4 years,2,none,3,"if not A121/A122 : car or other, not in attribute 6",26,bank,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
... >= 200 DM / salary assignments for at least 1 year,21,existing credits paid back duly till now,radio/television,1107,... < 100 DM,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,32,none,own,1,unskilled - resident,1,none,yes,male,single,1
