,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,class-label,sex,personal-status
126,< 0 DM,24,existing credits paid back duly till now,radio/television,3323,... < 100 DM,... < 1 year,4,none,4,real estate,25,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
127,... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,business,1454,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,55,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
128,0 <= ... < 200 DM,16,existing credits paid back duly till now,car (new),3450,... < 100 DM,1 <= ... < 4 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
129,no checking account,22,critical account/ other credits existing (not at this bank),car (new),1777,.. >= 1000 DM,unemployed,4,none,4,real estate,49,none,own,2,skilled employee / official,1,none,yes,1,male,single
130,< 0 DM,12,existing credits paid back duly till now,furniture/equipment,7666,... < 100 DM,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,52,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
131,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1332,unknown/ no savings account,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated
132,0 <= ... < 200 DM,15,no credits taken/ all credits paid back duly,car (new),3268,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,1,male,single
133,< 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,1515,... < 100 DM,.. >= 7 years,1,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,married/widowed
134,no checking account,8,critical account/ other credits existing (not at this bank),car (new),1407,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
135,no checking account,14,existing credits paid back duly till now,radio/television,1574,... < 100 DM,... < 1 year,4,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
136,no checking account,29,delay in paying off in the past,car (used),8309,100 <= ... < 500 DM,1 <= ... < 4 years,3,guarantor,2,real estate,28,none,own,2,skilled employee / official,2,none,yes,1,male,divorced/separated
137,< 0 DM,23,existing credits paid back duly till now,furniture/equipment,1313,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,2,unskilled - resident,1,none,yes,1,female,divorced/separated/married
138,no checking account,11,existing credits paid back duly till now,car (new),5948,.. >= 1000 DM,4 <= ... < 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",59,bank,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
139,0 <= ... < 200 DM,35,existing credits paid back duly till now,radio/television,3321,... < 100 DM,... < 1 year,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
140,0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),furniture/equipment,1712,unknown/ no savings account,4 <= ... < 7 years,4,none,3,real estate,48,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
141,< 0 DM,33,critical account/ other credits existing (not at this bank),radio/television,1484,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,27,none,own,2,skilled employee / official,1,none,yes,2,male,single
142,< 0 DM,14,existing credits paid back duly till now,furniture/equipment,3689,... < 100 DM,... < 1 year,1,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,2,male,divorced/separated/married
143,no checking account,23,delay in paying off in the past,business,2891,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,39,none,for free,2,skilled employee / official,1,none,yes,2,male,single
144,< 0 DM,14,existing credits paid back duly till now,radio/television,3076,... < 100 DM,1 <= ... < 4 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
145,< 0 DM,23,existing credits paid back duly till now,furniture/equipment,8703,unknown/ no savings account,unemployed,2,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,1,male,divorced/separated/married
146,< 0 DM,43,existing credits paid back duly till now,furniture/equipment,7094,unknown/ no savings account,4 <= ... < 7 years,1,guarantor,3,if not A121 : building society savings agreement/ life insurance,35,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
147,< 0 DM,47,existing credits paid back duly till now,radio/television,1596,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,48,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,divorced/separated
148,< 0 DM,22,existing credits paid back duly till now,education,832,unknown/ no savings account,1 <= ... < 4 years,4,none,3,real estate,47,none,rent,1,unskilled - resident,1,none,yes,2,female,divorced/separated/married
149,no checking account,14,delay in paying off in the past,furniture/equipment,1699,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
150,no checking account,11,existing credits paid back duly till now,car (used),3359,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,46,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
151,no checking account,23,critical account/ other credits existing (not at this bank),car (new),3118,... < 100 DM,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,30,none,rent,2,skilled employee / official,2,none,yes,2,male,single
152,no checking account,41,existing credits paid back duly till now,radio/television,3900,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
153,no checking account,15,existing credits paid back duly till now,business,4273,... < 100 DM,1 <= ... < 4 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",39,none,rent,1,skilled employee / official,1,none,yes,1,male,single
154,no checking account,11,existing credits paid back duly till now,business,3414,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,28,none,own,2,skilled employee / official,1,none,yes,1,male,single
155,no checking account,15,existing credits paid back duly till now,radio/television,1324,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,26,bank,own,1,skilled employee / official,1,none,yes,1,male,single
156,no checking account,15,critical account/ other credits existing (not at this bank),furniture/equipment,3889,... < 100 DM,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,38,bank,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,female,divorced/separated
157,no checking account,30,critical account/ other credits existing (not at this bank),business,3188,... < 100 DM,... < 1 year,3,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,1,female,married/widowed
158,no checking account,36,no credits taken/ all credits paid back duly,radio/television,3959,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
159,0 <= ... < 200 DM,10,delay in paying off in the past,car (new),5844,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,29,none,for free,1,skilled employee / official,1,none,yes,2,male,single
160,< 0 DM,39,existing credits paid back duly till now,car (new),6387,... < 100 DM,4 <= ... < 7 years,4,none,3,unknown / no property,36,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
161,no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,2043,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,39,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
162,0 <= ... < 200 DM,39,existing credits paid back duly till now,car (used),6732,... < 100 DM,.. >= 7 years,4,none,4,real estate,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
163,no checking account,32,existing credits paid back duly till now,radio/television,1364,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,2,female,divorced/separated/married
164,no checking account,10,existing credits paid back duly till now,furniture/equipment,1705,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
165,< 0 DM,13,existing credits paid back duly till now,radio/television,1375,... < 100 DM,1 <= ... < 4 years,4,guarantor,4,real estate,24,none,own,1,skilled employee / official,1,none,yes,1,male,single
166,< 0 DM,14,delay in paying off in the past,furniture/equipment,4604,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,2,none,yes,1,male,single
167,no checking account,11,existing credits paid back duly till now,education,1367,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,28,bank,own,2,skilled employee / official,1,none,yes,2,male,single
168,no checking account,23,existing credits paid back duly till now,radio/television,1195,100 <= ... < 500 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
169,0 <= ... < 200 DM,32,existing credits paid back duly till now,radio/television,1807,... < 100 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,2,male,single
170,0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),business,6879,unknown/ no savings account,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
171,< 0 DM,23,existing credits paid back duly till now,furniture/equipment,3379,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
172,no checking account,9,critical account/ other credits existing (not at this bank),car (new),1368,... < 100 DM,4 <= ... < 7 years,1,none,2,real estate,36,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,1,male,single
173,no checking account,42,critical account/ other credits existing (not at this bank),radio/television,4127,.. >= 1000 DM,1 <= ... < 4 years,1,guarantor,2,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
174,< 0 DM,34,all credits at this bank paid back duly,furniture/equipment,2940,... < 100 DM,1 <= ... < 4 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
175,no checking account,22,existing credits paid back duly till now,car (new),3473,.. >= 1000 DM,4 <= ... < 7 years,4,none,4,unknown / no property,27,none,for free,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
176,< 0 DM,15,critical account/ other credits existing (not at this bank),furniture/equipment,7385,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",48,none,own,2,skilled employee / official,1,none,yes,1,male,single
177,< 0 DM,13,critical account/ other credits existing (not at this bank),car (new),1167,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,39,none,own,2,skilled employee / official,1,none,yes,1,male,single
178,0 <= ... < 200 DM,39,existing credits paid back duly till now,radio/television,4291,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes,1,male,single
179,< 0 DM,22,existing credits paid back duly till now,furniture/equipment,1822,... < 100 DM,1 <= ... < 4 years,4,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
180,... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,furniture/equipment,3705,unknown/ no savings account,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",23,stores,own,1,unskilled - resident,1,none,yes,1,female,divorced/separated/married
181,0 <= ... < 200 DM,25,existing credits paid back duly till now,business,8174,... < 100 DM,unemployed,4,none,3,unknown / no property,27,bank,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
182,no checking account,23,critical account/ other credits existing (not at this bank),business,3452,unknown/ no savings account,4 <= ... < 7 years,2,none,4,real estate,49,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,single
183,no checking account,23,critical account/ other credits existing (not at this bank),radio/television,3523,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
184,0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,radio/television,3335,... < 100 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1,male,single
185,< 0 DM,10,existing credits paid back duly till now,car (new),1371,... < 100 DM,1 <= ... < 4 years,4,none,3,if not A121 : building society savings agreement/ life insurance,24,none,rent,2,skilled employee / official,1,none,yes,2,male,married/widowed
186,< 0 DM,33,delay in paying off in the past,business,7061,100 <= ... < 500 DM,... < 1 year,1,none,2,"if not A121/A122 : car or other, not in attribute 6",26,bank,own,2,skilled employee / official,1,none,yes,2,male,single
187,no checking account,11,existing credits paid back duly till now,radio/television,1443,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,42,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
188,< 0 DM,13,critical account/ other credits existing (not at this bank),furniture/equipment,4661,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,2,skilled employee / official,1,none,yes,1,male,single
189,< 0 DM,24,existing credits paid back duly till now,car (used),7617,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1,none,yes,2,male,single
190,0 <= ... < 200 DM,23,no credits taken/ all credits paid back duly,car (new),1526,100 <= ... < 500 DM,.. >= 7 years,4,none,3,unknown / no property,39,none,rent,2,skilled employee / official,2,none,yes,2,male,single
191,no checking account,22,critical account/ other credits existing (not at this bank),car (new),3253,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes,1,male,single
192,0 <= ... < 200 DM,42,no credits taken/ all credits paid back duly,radio/television,3422,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
193,< 0 DM,11,existing credits paid back duly till now,car (new),980,... < 100 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,yes,1,male,married/widowed
194,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1950,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,42,none,own,1,unskilled - resident,1,none,yes,1,male,single
195,no checking account,14,delay in paying off in the past,radio/television,2366,... < 100 DM,.. >= 7 years,3,none,4,real estate,65,bank,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
196,no checking account,23,critical account/ other credits existing (not at this bank),car (new),8313,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",50,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
197,no checking account,24,existing credits paid back duly till now,business,1864,... < 100 DM,unemployed,4,none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,2,male,single
198,0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),1276,unknown/ no savings account,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,1,male,married/widowed
199,no checking account,10,existing credits paid back duly till now,car (new),1275,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,yes,1,male,single
200,0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,1547,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,2,unskilled - resident,1,none,yes,1,male,single
201,< 0 DM,24,all credits at this bank paid back duly,education,3216,.. >= 1000 DM,... < 1 year,4,none,2,unknown / no property,35,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
202,no checking account,39,critical account/ other credits existing (not at this bank),radio/television,3477,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes,1,male,single
203,< 0 DM,35,existing credits paid back duly till now,car (new),3494,... < 100 DM,1 <= ... < 4 years,1,none,2,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,none,yes,2,male,married/widowed
204,< 0 DM,38,existing credits paid back duly till now,furniture/equipment,8779,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,46,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
205,0 <= ... < 200 DM,40,critical account/ other credits existing (not at this bank),radio/television,1699,... < 100 DM,.. >= 7 years,2,none,4,real estate,52,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,1,male,single
206,< 0 DM,23,critical account/ other credits existing (not at this bank),radio/television,3154,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,37,none,own,2,skilled employee / official,2,none,yes,1,male,single
207,no checking account,35,existing credits paid back duly till now,radio/television,1625,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
208,< 0 DM,13,no credits taken/ all credits paid back duly,car (new),1052,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,34,none,own,2,skilled employee / official,2,none,yes,2,male,single
209,no checking account,42,existing credits paid back duly till now,radio/television,3904,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,male,single
210,no checking account,35,critical account/ other credits existing (not at this bank),radio/television,6083,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,yes,1,male,single
211,no checking account,14,critical account/ other credits existing (not at this bank),car (used),3483,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,25,none,for free,3,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
212,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1641,unknown/ no savings account,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",30,none,for free,2,skilled employee / official,1,none,yes,1,male,single
213,< 0 DM,11,existing credits paid back duly till now,car (new),3649,... < 100 DM,1 <= ... < 4 years,2,none,4,unknown / no property,24,none,for free,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
214,no checking account,8,existing credits paid back duly till now,radio/television,2798,.. >= 1000 DM,1 <= ... < 4 years,3,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,1,female,divorced/separated/married
215,0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),car (new),1663,... < 100 DM,... < 1 year,4,none,2,real estate,49,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,male,divorced/separated
216,no checking account,42,critical account/ other credits existing (not at this bank),business,3628,... < 100 DM,.. >= 7 years,4,none,4,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
217,no checking account,23,existing credits paid back duly till now,business,3570,unknown/ no savings account,... < 1 year,4,none,4,if not A121 : building society savings agreement/ life insurance,52,bank,own,1,skilled employee / official,1,none,yes,1,male,single
218,no checking account,23,critical account/ other credits existing (not at this bank),car (new),1310,... < 100 DM,4 <= ... < 7 years,4,none,4,unknown / no property,59,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
219,no checking account,9,existing credits paid back duly till now,furniture/equipment,3142,.. >= 1000 DM,... < 1 year,1,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,1,male,single
220,... >= 200 DM / salary assignments for at least 1 year,41,existing credits paid back duly till now,radio/television,1883,unknown/ no savings account,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,1,male,single
221,no checking account,11,all credits at this bank paid back duly,car (new),1630,... < 100 DM,1 <= ... < 4 years,4,none,3,unknown / no property,39,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
222,no checking account,11,critical account/ other credits existing (not at this bank),car (new),3537,... < 100 DM,.. >= 7 years,2,none,2,real estate,38,none,rent,2,skilled employee / official,2,none,yes,1,male,single
223,0 <= ... < 200 DM,23,all credits at this bank paid back duly,radio/television,3298,... < 100 DM,1 <= ... < 4 years,3,none,1,real estate,25,none,rent,2,skilled employee / official,1,none,yes,1,female,divorced/separated/married
224,0 <= ... < 200 DM,14,existing credits paid back duly till now,car (new),3758,unknown/ no savings account,... < 1 year,1,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1,male,single
225,0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),business,3569,... < 100 DM,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",54,stores,own,2,unskilled - resident,1,none,yes,1,male,single
226,< 0 DM,23,delay in paying off in the past,furniture/equipment,3620,... < 100 DM,unemployed,3,none,2,real estate,26,bank,own,1,skilled employee / official,1,none,yes,1,male,single
227,no checking account,22,critical account/ other credits existing (not at this bank),car (used),3286,unknown/ no savings account,.. >= 7 years,2,guarantor,4,real estate,50,stores,own,1,skilled employee / official,1,none,yes,1,male,single
228,no checking account,12,critical account/ other credits existing (not at this bank),business,3203,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,36,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
229,... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,radio/television,1613,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,1,male,single
230,no checking account,6,critical account/ other credits existing (not at this bank),radio/television,1448,... < 100 DM,4 <= ... < 7 years,1,none,2,real estate,24,none,own,1,skilled employee / official,2,none,yes,1,male,single
231,0 <= ... < 200 DM,10,critical account/ other credits existing (not at this bank),radio/television,1690,unknown/ no savings account,.. >= 7 years,2,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,female,divorced/separated/married
232,no checking account,11,critical account/ other credits existing (not at this bank),car (used),3792,... < 100 DM,1 <= ... < 4 years,1,none,4,unknown / no property,27,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
233,no checking account,14,critical account/ other credits existing (not at this bank),radio/television,1107,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,2,skilled employee / official,1,none,yes,1,male,single
234,< 0 DM,23,existing credits paid back duly till now,radio/television,1730,unknown/ no savings account,1 <= ... < 4 years,4,none,4,real estate,24,bank,own,1,skilled employee / official,1,none,yes,2,male,single
235,0 <= ... < 200 DM,13,no credits taken/ all credits paid back duly,furniture/equipment,1506,... < 100 DM,1 <= ... < 4 years,1,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,2,skilled employee / official,1,none,yes,1,male,married/widowed
236,0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),1366,unknown/ no savings account,unemployed,4,none,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
237,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1537,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
238,no checking account,13,existing credits paid back duly till now,business,1873,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
239,no checking account,11,critical account/ other credits existing (not at this bank),furniture/equipment,3181,... < 100 DM,1 <= ... < 4 years,1,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1,male,single
240,0 <= ... < 200 DM,34,no credits taken/ all credits paid back duly,car (new),7729,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
241,< 0 DM,33,existing credits paid back duly till now,furniture/equipment,1468,... < 100 DM,1 <= ... < 4 years,4,none,1,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
242,0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (new),1484,unknown/ no savings account,unemployed,4,none,3,if not A121 : building society savings agreement/ life insurance,52,bank,own,2,unskilled - resident,1,none,yes,2,male,single
243,0 <= ... < 200 DM,40,critical account/ other credits existing (not at this bank),radio/television,1626,... < 100 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,yes,1,male,single
244,< 0 DM,10,existing credits paid back duly till now,radio/television,1375,unknown/ no savings account,... < 1 year,2,guarantor,4,if not A121 : building society savings agreement/ life insurance,24,none,rent,1,unskilled - resident,1,none,yes,1,male,single
245,< 0 DM,10,critical account/ other credits existing (not at this bank),radio/television,1333,... < 100 DM,1 <= ... < 4 years,2,none,4,real estate,29,none,own,1,unskilled - resident,1,none,yes,1,male,single
246,no checking account,24,existing credits paid back duly till now,business,1838,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,25,none,rent,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
247,< 0 DM,14,delay in paying off in the past,furniture/equipment,3330,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,26,none,own,2,skilled employee / official,2,none,yes,2,male,married/widowed
248,no checking account,12,existing credits paid back duly till now,radio/television,1834,unknown/ no savings account,4 <= ... < 7 years,4,none,1,if not A121 : building society savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,none,yes,1,male,single
249,< 0 DM,24,existing credits paid back duly till now,car (new),1458,... < 100 DM,unemployed,4,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,2,female,divorced/separated/married
250,no checking account,9,critical account/ other credits existing (not at this bank),radio/television,1629,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,39,none,own,2,unskilled - resident,1,none,yes,1,male,single
251,< 0 DM,11,existing credits paid back duly till now,furniture/equipment,1370,... < 100 DM,1 <= ... < 4 years,4,none,1,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,2,female,divorced/separated/married
