checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,number-people-provide-maintenance-for,telephone,foreign-worker,sex,personal-status,class-label
no checking account,27,critical account/ other credits existing (not at this bank),furniture/equipment,8421,unknown/ no savings account,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,39,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,23,all credits at this bank paid back duly,furniture/equipment,2033,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,30,none,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,17,critical account/ other credits existing (not at this bank),business,4182,... < 100 DM,.. >= 7 years,2,none,3,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,male,single,1
no checking account,13,critical account/ other credits existing (not at this bank),car (new),1304,500 <= ... < 1000 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",59,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
< 0 DM,16,delay in paying off in the past,furniture/equipment,2048,... < 100 DM,1 <= ... < 4 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,11,critical account/ other credits existing (not at this bank),furniture/equipment,1759,... < 100 DM,... < 1 year,2,none,3,real estate,32,none,own,2,skilled employee / official,2,none,yes,male,married/widowed,1
< 0 DM,11,critical account/ other credits existing (not at this bank),radio/television,1350,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,50,none,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),business,1455,500 <= ... < 1000 DM,unemployed,2,none,4,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,25,critical account/ other credits existing (not at this bank),car (new),4067,unknown/ no savings account,4 <= ... < 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,7,critical account/ other credits existing (not at this bank),business,1478,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,24,critical account/ other credits existing (not at this bank),car (new),7832,... < 100 DM,... < 1 year,4,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,7,critical account/ other credits existing (not at this bank),radio/television,899,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,43,none,for free,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,23,delay in paying off in the past,car (new),1819,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",41,bank,own,3,skilled employee / official,2,none,no,male,single,2
no checking account,9,critical account/ other credits existing (not at this bank),car (new),1141,... < 100 DM,.. >= 7 years,4,none,4,real estate,52,none,own,2,skilled employee / official,2,none,no,male,single,1
no checking account,26,delay in paying off in the past,radio/television,7576,unknown/ no savings account,4 <= ... < 7 years,3,none,4,"if not A121/A122 : car or other, not in attribute 6",44,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,13,critical account/ other credits existing (not at this bank),car (new),1917,... < 100 DM,1 <= ... < 4 years,1,none,2,real estate,25,none,own,2,unskilled - resident,2,none,yes,male,single,2
< 0 DM,14,critical account/ other credits existing (not at this bank),car (new),1695,unknown/ no savings account,unemployed,4,none,3,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,42,delay in paying off in the past,business,7449,unknown/ no savings account,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
no checking account,59,delay in paying off in the past,business,8676,unknown/ no savings account,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,60,all credits at this bank paid back duly,furniture/equipment,1322,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,38,bank,own,1,unskilled - resident,2,none,yes,male,single,2
< 0 DM,44,no credits taken/ all credits paid back duly,education,6553,... < 100 DM,1 <= ... < 4 years,4,none,4,unknown / no property,41,none,for free,2,skilled employee / official,2,none,yes,male,single,2
< 0 DM,35,critical account/ other credits existing (not at this bank),furniture/equipment,1761,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,2,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),car (new),834,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",44,none,for free,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,6,critical account/ other credits existing (not at this bank),car (new),2265,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,31,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,9,delay in paying off in the past,car (new),1990,... < 100 DM,... < 1 year,4,none,2,if not A121 : building society savings agreement/ life insurance,22,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,54,existing credits paid back duly till now,car (new),6337,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,42,none,for free,2,skilled employee / official,2,none,yes,male,single,2
no checking account,52,delay in paying off in the past,radio/television,5989,100 <= ... < 500 DM,.. >= 7 years,3,none,2,real estate,27,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,21,critical account/ other credits existing (not at this bank),furniture/equipment,7813,... < 100 DM,... < 1 year,2,none,4,if not A121 : building society savings agreement/ life insurance,61,stores,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,5,critical account/ other credits existing (not at this bank),car (new),1342,... < 100 DM,4 <= ... < 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,unskilled - resident,2,none,yes,female,divorced/separated/married,1
< 0 DM,6,critical account/ other credits existing (not at this bank),repairs,2380,... < 100 DM,1 <= ... < 4 years,4,none,4,real estate,48,none,rent,2,unskilled - resident,2,none,yes,male,single,1
0 <= ... < 200 DM,14,critical account/ other credits existing (not at this bank),radio/television,670,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,2
< 0 DM,21,delay in paying off in the past,radio/television,1343,100 <= ... < 500 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,67,none,rent,2,skilled employee / official,1,none,yes,male,divorced/separated,1
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,362,.. >= 1000 DM,1 <= ... < 4 years,4,none,2,real estate,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,1
0 <= ... < 200 DM,15,critical account/ other credits existing (not at this bank),business,2413,... < 100 DM,.. >= 7 years,3,none,3,real estate,35,none,rent,2,unskilled - resident,2,"yes, registered under the customers name",no,male,single,1
no checking account,48,critical account/ other credits existing (not at this bank),radio/television,7970,unknown/ no savings account,1 <= ... < 4 years,2,none,2,real estate,39,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,54,critical account/ other credits existing (not at this bank),car (new),5124,... < 100 DM,4 <= ... < 7 years,2,none,2,real estate,36,none,for free,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,11,critical account/ other credits existing (not at this bank),business,469,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,2,unskilled - resident,2,none,yes,female,divorced/separated/married,2
0 <= ... < 200 DM,10,delay in paying off in the past,radio/television,1759,... < 100 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,male,married/widowed,2
< 0 DM,22,delay in paying off in the past,car (new),1473,... < 100 DM,.. >= 7 years,4,none,4,real estate,52,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,16,critical account/ other credits existing (not at this bank),furniture/equipment,2182,... < 100 DM,4 <= ... < 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,19,critical account/ other credits existing (not at this bank),car (new),1589,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,3,unskilled - resident,2,none,yes,male,single,1
no checking account,22,critical account/ other credits existing (not at this bank),car (new),2623,... < 100 DM,1 <= ... < 4 years,1,none,4,real estate,39,none,own,2,unskilled - resident,2,none,yes,male,single,1
0 <= ... < 200 DM,8,critical account/ other credits existing (not at this bank),repairs,1260,... < 100 DM,.. >= 7 years,4,none,3,real estate,50,none,own,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,12,delay in paying off in the past,car (new),479,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",40,none,rent,2,unskilled - resident,2,none,yes,male,single,2
no checking account,13,critical account/ other credits existing (not at this bank),car (new),2066,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,34,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,21,critical account/ other credits existing (not at this bank),furniture/equipment,1049,... < 100 DM,.. >= 7 years,4,none,4,real estate,42,none,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,34,existing credits paid back duly till now,car (used),2305,500 <= ... < 1000 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",49,none,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,35,delay in paying off in the past,radio/television,4987,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,24,delay in paying off in the past,car (new),2079,unknown/ no savings account,1 <= ... < 4 years,1,none,2,real estate,35,none,rent,2,unskilled - resident,2,none,yes,male,single,1
0 <= ... < 200 DM,23,critical account/ other credits existing (not at this bank),car (new),1301,... < 100 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,44,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,26,delay in paying off in the past,business,9137,... < 100 DM,4 <= ... < 7 years,4,none,2,real estate,42,bank,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,37,delay in paying off in the past,car (new),5047,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,50,none,for free,1,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,26,critical account/ other credits existing (not at this bank),car (new),7963,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",36,bank,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,female,divorced/separated/married,1
no checking account,10,critical account/ other credits existing (not at this bank),radio/television,1781,... < 100 DM,.. >= 7 years,4,none,4,real estate,40,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,24,delay in paying off in the past,radio/television,6992,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,17,delay in paying off in the past,car (new),2395,... < 100 DM,.. >= 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,38,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,35,critical account/ other credits existing (not at this bank),business,10121,unknown/ no savings account,1 <= ... < 4 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,66,critical account/ other credits existing (not at this bank),business,7529,unknown/ no savings account,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,43,none,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,54,critical account/ other credits existing (not at this bank),car (new),4130,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",37,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,14,critical account/ other credits existing (not at this bank),business,2310,... < 100 DM,.. >= 7 years,4,none,3,real estate,36,bank,own,2,skilled employee / official,2,none,no,male,single,1
no checking account,23,critical account/ other credits existing (not at this bank),radio/television,4005,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,41,none,own,2,unskilled - resident,2,none,yes,male,single,1
0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),radio/television,6083,... < 100 DM,.. >= 7 years,2,none,4,real estate,27,none,own,2,unskilled - resident,2,none,yes,male,single,2
0 <= ... < 200 DM,18,delay in paying off in the past,car (new),1909,500 <= ... < 1000 DM,1 <= ... < 4 years,4,none,3,real estate,31,none,own,1,unskilled - resident,2,none,yes,male,single,2
0 <= ... < 200 DM,26,delay in paying off in the past,business,12192,.. >= 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,44,critical account/ other credits existing (not at this bank),retraining,8259,... < 100 DM,.. >= 7 years,2,none,4,if not A121 : building society savings agreement/ life insurance,48,stores,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,divorced/separated,1
0 <= ... < 200 DM,54,delay in paying off in the past,business,8025,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,9,critical account/ other credits existing (not at this bank),radio/television,2205,... < 100 DM,.. >= 7 years,2,none,4,real estate,33,none,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,56,critical account/ other credits existing (not at this bank),car (used),3208,unknown/ no savings account,1 <= ... < 4 years,3,none,2,if not A121 : building society savings agreement/ life insurance,42,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,11,critical account/ other credits existing (not at this bank),car (new),2571,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,32,none,own,2,unskilled - resident,2,none,yes,male,single,1
0 <= ... < 200 DM,27,delay in paying off in the past,business,5845,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,38,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),2038,... < 100 DM,.. >= 7 years,4,none,4,real estate,49,none,own,2,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,19,critical account/ other credits existing (not at this bank),car (new),5627,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,60,bank,for free,3,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,21,delay in paying off in the past,business,4664,... < 100 DM,1 <= ... < 4 years,3,none,3,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,2,unskilled - resident,1,none,yes,male,single,2
no checking account,10,critical account/ other credits existing (not at this bank),car (new),2048,... < 100 DM,.. >= 7 years,4,none,4,unknown / no property,60,none,for free,3,skilled employee / official,1,none,yes,male,single,2
< 0 DM,17,existing credits paid back duly till now,car (new),538,... < 100 DM,.. >= 7 years,4,none,3,if not A121 : building society savings agreement/ life insurance,43,none,own,1,unskilled - resident,2,none,yes,male,single,2
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,3133,... < 100 DM,.. >= 7 years,3,none,4,unknown / no property,47,none,own,2,skilled employee / official,1,none,yes,male,single,1
< 0 DM,10,existing credits paid back duly till now,car (new),2368,... < 100 DM,.. >= 7 years,4,none,4,real estate,32,none,rent,2,skilled employee / official,2,none,yes,male,single,1
< 0 DM,12,delay in paying off in the past,car (new),1885,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,45,none,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,26,critical account/ other credits existing (not at this bank),car (new),1585,500 <= ... < 1000 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,13,critical account/ other credits existing (not at this bank),car (new),1757,... < 100 DM,.. >= 7 years,4,none,3,real estate,38,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,43,critical account/ other credits existing (not at this bank),business,12492,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",32,bank,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,20,delay in paying off in the past,business,2547,.. >= 1000 DM,.. >= 7 years,3,none,2,real estate,46,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,married/widowed,1
< 0 DM,27,existing credits paid back duly till now,furniture/equipment,3983,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,25,none,rent,2,skilled employee / official,1,none,yes,female,divorced/separated/married,2
no checking account,24,existing credits paid back duly till now,radio/television,10029,100 <= ... < 500 DM,.. >= 7 years,3,none,2,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,divorced/separated,1
0 <= ... < 200 DM,27,critical account/ other credits existing (not at this bank),car (new),1612,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",38,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,17,existing credits paid back duly till now,radio/television,2096,... < 100 DM,.. >= 7 years,4,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
no checking account,25,critical account/ other credits existing (not at this bank),car (new),1643,... < 100 DM,.. >= 7 years,4,none,2,real estate,35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,47,delay in paying off in the past,business,8041,... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,23,none,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,11,critical account/ other credits existing (not at this bank),furniture/equipment,5443,... < 100 DM,.. >= 7 years,2,none,4,real estate,66,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,9,critical account/ other credits existing (not at this bank),car (new),1363,... < 100 DM,4 <= ... < 7 years,4,none,3,real estate,31,none,own,2,skilled employee / official,2,none,yes,male,single,1
0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),furniture/equipment,2290,... < 100 DM,.. >= 7 years,4,none,3,real estate,42,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,16,critical account/ other credits existing (not at this bank),car (new),1599,... < 100 DM,.. >= 7 years,4,none,4,real estate,42,none,own,2,unskilled - resident,2,none,yes,male,single,1
0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),car (new),5436,unknown/ no savings account,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,38,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,26,critical account/ other credits existing (not at this bank),car (new),2968,unknown/ no savings account,unemployed,2,none,4,if not A121 : building society savings agreement/ life insurance,64,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,17,existing credits paid back duly till now,radio/television,1187,... < 100 DM,1 <= ... < 4 years,4,none,2,unknown / no property,26,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,2
... >= 200 DM / salary assignments for at least 1 year,23,delay in paying off in the past,car (new),6757,... < 100 DM,.. >= 7 years,2,none,2,if not A121 : building society savings agreement/ life insurance,33,none,own,2,unskilled - resident,2,none,yes,male,single,1
no checking account,23,critical account/ other credits existing (not at this bank),business,2558,... < 100 DM,... < 1 year,2,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1
0 <= ... < 200 DM,4,critical account/ other credits existing (not at this bank),radio/television,741,... < 100 DM,4 <= ... < 7 years,3,none,4,real estate,25,none,own,2,skilled employee / official,2,none,no,male,married/widowed,1
no checking account,23,delay in paying off in the past,furniture/equipment,6633,100 <= ... < 500 DM,.. >= 7 years,2,none,1,real estate,45,none,own,2,unskilled - resident,1,none,yes,male,single,1
0 <= ... < 200 DM,22,existing credits paid back duly till now,radio/television,2385,... < 100 DM,4 <= ... < 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,44,none,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,1530,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,married/widowed,1
no checking account,50,critical account/ other credits existing (not at this bank),business,8165,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,9,critical account/ other credits existing (not at this bank),radio/television,1628,... < 100 DM,1 <= ... < 4 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",42,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,19,delay in paying off in the past,car (new),1385,unknown/ no savings account,unemployed,4,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,14,all credits at this bank paid back duly,radio/television,1328,... < 100 DM,4 <= ... < 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,bank,rent,2,unskilled - resident,2,none,yes,male,married/widowed,2
no checking account,48,critical account/ other credits existing (not at this bank),car (new),1829,... < 100 DM,.. >= 7 years,4,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,6,delay in paying off in the past,business,2195,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,21,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,2
0 <= ... < 200 DM,17,critical account/ other credits existing (not at this bank),car (new),752,... < 100 DM,.. >= 7 years,4,none,4,"if not A121/A122 : car or other, not in attribute 6",51,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,2312,unknown/ no savings account,4 <= ... < 7 years,4,none,4,real estate,39,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes,male,single,1
no checking account,11,existing credits paid back duly till now,radio/television,3604,100 <= ... < 500 DM,.. >= 7 years,4,none,4,real estate,45,none,own,1,skilled employee / official,2,none,yes,male,single,1
no checking account,21,critical account/ other credits existing (not at this bank),radio/television,1454,... < 100 DM,1 <= ... < 4 years,4,none,4,if not A121 : building society savings agreement/ life insurance,34,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,8,critical account/ other credits existing (not at this bank),business,1481,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,44,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,53,delay in paying off in the past,car (new),5959,unknown/ no savings account,4 <= ... < 7 years,2,none,4,unknown / no property,45,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,25,critical account/ other credits existing (not at this bank),radio/television,6073,unknown/ no savings account,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,34,none,own,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,single,1
no checking account,11,critical account/ other credits existing (not at this bank),radio/television,358,... < 100 DM,... < 1 year,4,none,4,real estate,26,none,own,2,skilled employee / official,2,none,yes,male,married/widowed,1
no checking account,6,delay in paying off in the past,car (new),1800,... < 100 DM,4 <= ... < 7 years,4,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,20,critical account/ other credits existing (not at this bank),business,2341,unknown/ no savings account,1 <= ... < 4 years,2,none,2,if not A121 : building society savings agreement/ life insurance,49,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
< 0 DM,10,critical account/ other credits existing (not at this bank),car (new),1615,... < 100 DM,.. >= 7 years,4,none,4,real estate,63,none,own,3,unskilled - resident,2,none,yes,male,single,1
no checking account,11,critical account/ other credits existing (not at this bank),business,1018,.. >= 1000 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",38,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,905,... < 100 DM,.. >= 7 years,4,none,3,real estate,39,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,17,critical account/ other credits existing (not at this bank),car (new),3380,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,42,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,divorced/separated,1
< 0 DM,7,critical account/ other credits existing (not at this bank),car (new),1378,... < 100 DM,.. >= 7 years,4,none,3,real estate,33,bank,own,2,skilled employee / official,2,none,yes,male,single,2
0 <= ... < 200 DM,27,delay in paying off in the past,car (used),3043,... < 100 DM,.. >= 7 years,2,none,4,unknown / no property,61,bank,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,20,critical account/ other credits existing (not at this bank),business,2451,... < 100 DM,1 <= ... < 4 years,2,none,4,if not A121 : building society savings agreement/ life insurance,27,none,rent,2,unskilled - resident,2,"yes, registered under the customers name",yes,male,divorced/separated,1
no checking account,17,critical account/ other credits existing (not at this bank),car (new),993,... < 100 DM,.. >= 7 years,4,none,4,real estate,56,none,own,3,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,male,single,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),education,1520,... < 100 DM,.. >= 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",36,none,own,2,skilled employee / official,1,none,yes,male,single,1
no checking account,27,critical account/ other credits existing (not at this bank),business,6925,... < 100 DM,unemployed,2,none,3,unknown / no property,50,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,male,single,1
no checking account,24,no credits taken/ all credits paid back duly,radio/television,2017,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,2,none,yes,male,single,1
no checking account,23,critical account/ other credits existing (not at this bank),car (new),1586,... < 100 DM,.. >= 7 years,4,none,2,"if not A121/A122 : car or other, not in attribute 6",47,none,own,3,skilled employee / official,2,none,no,male,single,1
< 0 DM,8,existing credits paid back duly till now,repairs,1599,unknown/ no savings account,4 <= ... < 7 years,4,none,3,real estate,47,none,own,2,skilled employee / official,2,none,yes,male,single,1
